accession	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	kingdom	phylum	class	order	family	genus	species	name	count_tyrosinases
UP000029052	269	267	2	5	18	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000029055	277	275	2	1	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000029060	280	277	3	1	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000029067	275	273	2	4	13	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000029080	272	270	2	5	15	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000029093	279	277	2	1	12	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000216352	279	278	1	2	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000216444	282	280	2	1	9	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000216451	273	272	1	2	17	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000228755	278	275	3	1	13	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000229095	282	280	2	1	9	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000229239	279	276	3	1	12	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000231451	280	278	2	1	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000240228	277	275	2	2	13	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000242610	267	266	1	2	23	292	actinobacteria_phylum_odb10	92		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000252530	265	264	1	3	24	292	actinobacteria_phylum_odb10	91		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000287470	277	275	2	1	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000287533	279	276	3	2	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000287609	276	275	1	1	15	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000288052	276	275	1	2	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000326336	270	269	1	5	17	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000441772	280	277	3	1	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000469292	273	272	1	2	17	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000482084	279	276	3	2	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000487882	247	244	3	21	24	292	actinobacteria_phylum_odb10	91		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000532194	279	276	3	2	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000588277	281	280	1	1	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			
UP000029015	255	254	1	2	35	292	actinobacteria_phylum_odb10	88		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium actinocoloniiforme		
UP000008702	271	269	2	2	19	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis		
UP000002456	268	266	2	6	18	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis		
UP000029108	270	267	3	6	16	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium biavatii		
UP000006173	281	279	2	1	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum		
UP000029096	263	262	1	3	26	292	actinobacteria_phylum_odb10	91		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bohemicum		
UP000028730	264	263	1	2	26	292	actinobacteria_phylum_odb10	91		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bombi		
UP000003191	276	273	3	5	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve		
UP000008693	274	272	2	6	12	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium		
UP000028569	277	277	0	2	13	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium indicum		
UP000000439	274	271	3	2	16	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum		
UP000029082	269	266	3	5	18	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium mongoliense		
UP000030636	273	272	1	2	17	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum		
UP000029046	277	275	2	1	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pullorum		
UP000718821	280	275	5	3	9	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pullorum		
UP000028984	277	274	3	2	13	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium reuteri		
UP000216004	254	254	0	1	37	292	actinobacteria_phylum_odb10	87		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia			
UP000619536	273	271	2	1	18	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Galliscardovia			
UP000004946	254	254	0	3	35	292	actinobacteria_phylum_odb10	88		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens		
UP000216454	277	276	1	1	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Pseudoscardovia			
UP000005777	263	262	1	2	27	292	actinobacteria_phylum_odb10	90		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia inopinata		
UP000006415	255	255	0	2	35	292	actinobacteria_phylum_odb10	88		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia wiggsiae		
UP000217210	258	258	0	3	31	292	actinobacteria_phylum_odb10	89		Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Nanopelagicus			
UP000217186	274	273	1	4	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Planktophila			
UP000217215	276	276	0	3	13	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Planktophila			
UP000217221	275	275	0	3	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Planktophila			
UP000677913	290	290	0	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Catenulisporales	Actinospicaceae	Actinocrinis			
UP000675781	291	281	10	0	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Catenulisporales	Actinospicaceae	Actinospica			
UP000676325	290	286	4	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Catenulisporales	Actinospicaceae	Actinospica			
UP000000851	292	289	3	0	0	292	actinobacteria_phylum_odb10	100		Actinomycetota	Actinomycetes	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila		
UP000184440	291	289	2	0	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium			
UP000317982	282	281	1	0	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium			
UP000243755	291	291	0	1	0	292	actinobacteria_phylum_odb10	100		Actinomycetota	Actinomycetes	Frankiales					
UP000001937	281	277	4	2	9	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia		Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	1.0
UP000050262	284	282	2	1	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia		Frankia sp. R43	1.0
UP000077018	282	257	25	3	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia			
UP000234331	280	278	2	2	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia			
UP000305282	263	263	0	11	18	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia			
UP000604475	280	277	3	1	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia			
UP000000657	278	274	4	6	8	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia	Frankia alni	Frankia alni (strain DSM 45986 / CECT 9034 / ACN14a)	1.0
UP000179627	282	279	3	2	8	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Parafrankia		Parafrankia colletiae	1.0
UP000179769	279	278	1	2	11	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Parafrankia		Parafrankia soli	1.0
UP000001549	282	281	1	0	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Protofrankia		Candidatus Protofrankia datiscae	1.0
UP000002484	287	285	2	0	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Pseudofrankia			
UP000188929	269	267	2	6	17	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Pseudofrankia			
UP000237752	288	287	1	0	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Antricoccaceae	Antricoccus			
UP000198403	287	286	1	1	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus		Blastococcus mobilis	1.0
UP000198589	289	288	1	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000198952	290	289	1	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000219482	288	287	1	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000252403	289	289	0	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000252630	287	286	1	0	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000253175	289	286	3	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000253272	288	287	1	0	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000292507	290	289	1	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000297781	290	289	1	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000297836	278	238	40	8	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000298197	289	289	0	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus		Blastococcus sp. CT_GayMR19	1.0
UP000305560	286	285	1	0	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus			
UP000007517	290	290	0	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus saxobsidens		
UP000051830	286	285	1	0	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000198857	288	288	0	0	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus		Geodermatophilus dictyosporus	2.0
UP000199152	289	288	1	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000199546	289	289	0	0	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000219514	288	286	2	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000253027	277	277	0	1	14	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000262362	286	286	0	0	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000297607	283	282	1	2	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus			
UP000001382	288	287	1	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus		
UP000470470	286	284	2	2	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Goekera			
UP000006461	287	286	1	2	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter			
UP000029713	279	278	1	3	10	292	actinobacteria_phylum_odb10	96		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter		Modestobacter caceresii	2.0
UP000199500	288	288	0	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter			
UP000247602	272	271	1	8	12	292	actinobacteria_phylum_odb10	95		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter			
UP000321490	290	288	2	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter			
UP000468828	269	268	1	4	19	292	actinobacteria_phylum_odb10	93		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter			
UP000541969	288	288	0	1	3	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Petropleomorpha		Pleomorpha daqingensis	1.0
UP000277256	286	286	0	0	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Glycomyces			
UP000305792	285	283	2	1	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Glycomyces			
UP000308760	285	284	1	0	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Glycomyces			
UP000662939	287	286	1	0	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Natronoglycomyces			
UP000317043	287	286	1	0	5	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Stackebrandtia			
UP000321617	285	284	1	0	7	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Stackebrandtia			
UP000000844	288	285	3	0	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis		
UP000186132	290	288	2	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans			
UP000243528	292	290	2	0	0	292	actinobacteria_phylum_odb10	100		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Haloactinopolyspora			
UP000294739	289	288	1	1	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Jiangella			
UP000295217	292	288	4	0	0	292	actinobacteria_phylum_odb10	100		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Jiangella			
UP000250462	290	290	0	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora			
UP000460435	290	287	3	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora			
UP000469185	291	289	2	0	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora			
UP000475214	290	288	2	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora			
UP000051170	286	285	1	0	6	292	actinobacteria_phylum_odb10	97		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Angustibacter			
UP000239485	288	288	0	2	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus			
UP000521922	287	286	1	4	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus		Kineococcus aurantiacus	1.0
UP000001116	290	288	2	1	1	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans		
UP000276232	288	287	1	0	4	292	actinobacteria_phylum_odb10	98		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Pseudokineococcus			
UP000555552	266	264	2	11	15	292	actinobacteria_phylum_odb10	94		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Pseudokineococcus			
UP000199015	290	289	1	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Quadrisphaera			
UP000245469	290	288	2	0	2	292	actinobacteria_phylum_odb10	99		Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Quadrisphaera			
UP000017915	1445	1437	8	70	64	1579	streptomycetales_odb10	95		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae				
UP000181951	1561	1557	4	5	13	1579	streptomycetales_odb10	99		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Actinacidiphila		Actinacidiphila rubida	1.0
UP000184111	1560	1556	4	5	14	1579	streptomycetales_odb10	99		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Actinacidiphila		Actinacidiphila paucisporea	1.0
UP000198280	1572	1556	16	2	5	1579	streptomycetales_odb10	99		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Actinacidiphila			
