	kingdom	phylum	class	order	family	genus	species	count_tyrosinases	taxid	name	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	proteomeCount	stdCdss	averageCdss	confidence	status
UP000077248	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata	23	5599	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	6554	6549	5	27	60	6641	pleosporales_odb10	99	50	0.0	0	0	Outlier (low value)
UP000676310	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra	20	119953	Alternaria atra	6279	5957	322	74	288	6641	pleosporales_odb10	95	49	0.0	0	0	Standard
UP000596902	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria burnsii	23	1187904	Alternaria burnsii	6161	6157	4	28	452	6641	pleosporales_odb10	93	49	0.0	0	0	Standard
UP000266453	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp. MG1	10	1678846	Alternaria sp. MG1	6179	6172	7	230	232	6641	pleosporales_odb10	96	49	0.0	0	0	Close to standard (high value)
UP000016936	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	14	701091	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	6539	6380	159	56	46	6641	pleosporales_odb10	99	49	0.0	0	0	Close to standard (high value)
UP000016934	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana	12	665912	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	6579	6570	9	23	39	6641	pleosporales_odb10	99	49	0.0	0	0	Standard
UP000624244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana	9	45130	Cochliobolus sativus (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	5610	5600	10	103	928	6641	pleosporales_odb10	86	49	0.0	0	0	Close to standard (low value)
UP000053841	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris zeicola	13	930089	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	6604	6599	5	6	31	6641	pleosporales_odb10	99	50	0.0	0	0	Outlier (low value)
UP001056012	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia clavata	13	95742	Curvularia clavata	6246	6231	15	31	364	6641	pleosporales_odb10	94	49	0.0	0	0	Close to standard (low value)
UP000801428	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia kusanoi	23	90978	Curvularia kusanoi (Cochliobolus kusanoi)	6221	6201	20	95	325	6641	pleosporales_odb10	95	49	0.0	0	0	Standard
UP000800040	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Decorospora	Decorospora gaudefroyi	10	184978	Decorospora gaudefroyi	6245	6232	13	50	346	6641	pleosporales_odb10	94	50	0.0	0	0	Outlier (low value)
UP000016935	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum turcicum	12	671987	Exserohilum turcicum (strain 28A) (Northern leaf blight fungus) (Setosphaeria turcica)	6453	6447	6	117	71	6641	pleosporales_odb10	98	50	0.0	0	0	Outlier (low value)
UP000265663	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora seminiperda	10	1302712	Pyrenophora seminiperda CCB06	4897	4890	7	182	1562	6641	pleosporales_odb10	76	49	0.0	0	0	Outlier (low value)
UP000001067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres	11	861557	Pyrenophora teres f. teres (strain 0-1) (Barley net blotch fungus) (Drechslera teres f. teres)	6477	6446	31	78	86	6641	pleosporales_odb10	98	50	0.0	0	0	Outlier (low value)
UP000001471	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	12	426418	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	6340	6333	7	163	138	6641	pleosporales_odb10	97	49	0.0	0	0	Standard
UP000249551	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	13	45151	Pyrenophora tritici-repentis	6149	6140	9	177	315	6641	pleosporales_odb10	95	49	0.0	0	0	Standard
UP000249619	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium lycopersici	12	183478	Stemphylium lycopersici	5664	5650	14	113	864	6641	pleosporales_odb10	86	49	0.0	0	0	Close to standard (low value)
UP000799440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia fimetaria	23	1340428	Sporormia fimetaria CBS 119925	5199	5191	8	84	1358	6641	pleosporales_odb10	79	0	0.0	0	0	Unknown
UP000800097	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata	15	318751	Westerdykella ornata	5293	5289	4	87	1261	6641	pleosporales_odb10	81	0	0.0	0	0	Unknown
UP000799444	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Polyplosphaeria	Polyplosphaeria fusca	18	682080	Polyplosphaeria fusca	5890	5873	17	86	665	6641	pleosporales_odb10	89	0	0.0	0	0	Unknown
UP000700596	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Dendryphion	Dendryphion nanum	20	256645	Dendryphion nanum	6024	5989	35	44	573	6641	pleosporales_odb10	91	0	0.0	0	0	Unknown
UP000800094	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	Trematosphaeria pertusa	14	390896	Trematosphaeria pertusa	6282	6268	14	51	308	6641	pleosporales_odb10	95	0	0.0	0	0	Unknown
UP000800092	Fungi	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Viridothelium	Viridothelium virens	6	1048519	Viridothelium virens	3568	3552	16	30	188	3786	dothideomycetes_odb10	95	0	0.0	0	0	Unknown
UP000800235	Fungi	Ascomycota	Dothideomycetes	Venturiales	Cylindrosympodiaceae	Tothia	Tothia fuscella	9	1048955	Tothia fuscella	3573	3553	20	39	174	3786	dothideomycetes_odb10	95	0	0.0	0	0	Unknown
UP000053259	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	3	253628	Verruconis gallopava	3624	3203	421	13	149	3786	dothideomycetes_odb10	96	0	0.0	0	0	Unknown
UP000316270	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia effusa	7	50376	Venturia effusa	3505	3492	13	32	249	3786	dothideomycetes_odb10	93	0	0.0	0	0	Unknown
UP000433883	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia inaequalis	12	5025	Venturia inaequalis (Apple scab fungus)	3297	3282	15	75	414	3786	dothideomycetes_odb10	89	0	0.0	0	0	Unknown
UP000298493	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia nashicola	8	86259	Venturia nashicola	3517	3501	16	15	254	3786	dothideomycetes_odb10	93	0	0.0	0	0	Unknown
UP000030752	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea	5	1220924	Cyphellophora europaea CBS 101466	6010	5980	30	86	169	6265	chaetothyriales_odb10	97	0	0.0	0	0	Unknown
UP000019484	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia coronata	4	1182541	Capronia coronata CBS 617.96	6104	6097	7	65	96	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000019478	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia epimyces	4	1182542	Capronia epimyces CBS 606.96	6109	6099	10	71	85	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000094526	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora carrionii	4	86049	Cladophialophora carrionii	6015	6007	8	127	123	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000054466	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora immunda	7	569365	Cladophialophora immunda	6154	5661	493	19	92	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000019471	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora psammophila	6	1182543	Cladophialophora psammophila CBS 110553	6181	6166	15	54	30	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000019473	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora yegresii	4	1182544	Cladophialophora yegresii CBS 114405	6156	6150	6	92	17	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000027920	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala aquamarina	9	1182545	Exophiala aquamarina CBS 119918	6056	6015	41	154	55	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000007304	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala dermatitidis	4	858893	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	6097	5982	115	43	125	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000054302	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila	1	212818	Exophiala mesophila (Black yeast)	5966	5466	500	23	276	6265	chaetothyriales_odb10	95	0	0.0	0	0	Unknown
UP000053342	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma	7	215243	Exophiala oligosperma	6076	5604	472	24	165	6265	chaetothyriales_odb10	97	0	0.0	0	0	Unknown
UP000053599	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala sideris	4	1016849	Exophiala sideris	6018	5598	420	31	216	6265	chaetothyriales_odb10	96	0	0.0	0	0	Unknown
UP000053328	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala spinifera	6	91928	Exophiala spinifera	6205	6174	31	20	40	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000054342	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica	8	348802	Exophiala xenobiotica	6213	5731	482	17	35	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000078343	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea erecta	5	1367422	Fonsecaea erecta	6115	6104	11	69	81	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000053411	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea multimorphosa	6	1442371	Fonsecaea multimorphosa CBS 102226	6231	6219	12	17	17	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000053029	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea pedrosoi	4	1442368	Fonsecaea pedrosoi CBS 271.37	6221	6207	14	16	28	6265	chaetothyriales_odb10	99	0	0.0	0	0	Unknown
UP000038010	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora attinorum	7	1664694	Phialophora attinorum	5459	5436	23	297	509	6265	chaetothyriales_odb10	91	0	0.0	0	0	Unknown
UP000054266	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora macrospora	5	1851006	Phialophora macrospora	6166	5715	451	14	85	6265	chaetothyriales_odb10	98	0	0.0	0	0	Unknown
UP000053617	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella mackenziei	5	1442369	Rhinocladiella mackenziei CBS 650.93	6001	5986	15	56	208	6265	chaetothyriales_odb10	96	0	0.0	0	0	Unknown
UP000281228	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	Chaetothyriales sp. CBS 132003	4	2249419	Chaetothyriales sp. CBS 132003	3841	3833	8	237	2187	6265	chaetothyriales_odb10	65	0	0.0	0	0	Unknown
UP000274348	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	Chaetothyriales sp. CBS 134916	4	2249418	Chaetothyriales sp. CBS 134916	4417	4409	8	160	1688	6265	chaetothyriales_odb10	73	0	0.0	0	0	Unknown
UP000278137	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	Chaetothyriales sp. CBS 134920	2	2249417	Chaetothyriales sp. CBS 134920	4071	4053	18	186	2008	6265	chaetothyriales_odb10	67	0	0.0	0	0	Unknown
UP000273645	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	Chaetothyriales sp. CBS 135597	2	2249420	Chaetothyriales sp. CBS 135597	3901	3894	7	186	2178	6265	chaetothyriales_odb10	65	0	0.0	0	0	Unknown
UP000184546	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus	6	690307	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	4116	4102	14	29	46	4191	eurotiales_odb10	98	36	0.0	0	0	Outlier (low value)
UP000326931	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus alliaceus	8	209559	Petromyces alliaceus (Aspergillus alliaceus)	4078	4057	21	36	77	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000231358	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus arachidicola	9	656916	Aspergillus arachidicola	3932	3915	17	59	200	4191	eurotiales_odb10	95	146	0.0	0	0	Close to standard (high value)
UP000325780	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus avenaceus	8	36643	Aspergillus avenaceus	4084	4070	14	31	76	4191	eurotiales_odb10	98	36	0.0	0	0	Outlier (low value)
UP000286921	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus awamori	8	105351	Aspergillus awamori (Black koji mold)	4041	4031	10	11	139	4191	eurotiales_odb10	96	146	0.0	0	0	Standard
UP000326198	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bertholletiae	7	1226010	Aspergillus bertholletiae	4108	4093	15	32	51	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000179179	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bombycis	7	109264	Aspergillus bombycis	4060	4046	14	42	89	4191	eurotiales_odb10	97	146	0.0	0	0	Close to standard (high value)
UP000184499	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brasiliensis	6	767769	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	4127	4119	8	27	37	4191	eurotiales_odb10	99	147	0.0	0	0	Outlier (low value)
UP000541154	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus burnettii	11	2508778	Aspergillus burnettii	4046	4024	22	57	88	4191	eurotiales_odb10	97	146	0.0	0	0	Close to standard (high value)
UP000326268	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus caelatus	9	61420	Aspergillus caelatus	4080	4061	19	36	75	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000054771	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus calidoustus	9	454130	Aspergillus calidoustus	4022	3969	53	129	40	4191	eurotiales_odb10	99	146	0.0	0	0	Close to standard (high value)
UP000234585	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus candidus	4	41067	Aspergillus candidus	4062	4049	13	40	89	4191	eurotiales_odb10	97	146	0.0	0	0	Close to standard (low value)
UP000188318	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius	10	602072	Aspergillus carbonarius (strain ITEM 5010)	3850	3613	237	76	265	4191	eurotiales_odb10	93	147	0.0	0	0	Outlier (low value)
UP000637239	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chevalieri	4	182096	Aspergillus chevalieri (Eurotium chevalieri)	4093	4074	19	27	71	4191	eurotiales_odb10	98	146	0.0	0	0	Standard
UP000006701	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus	4	344612	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	4136	4131	5	34	21	4191	eurotiales_odb10	99	146	0.0	0	0	Close to standard (low value)
UP000327118	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus coremiiformis	6	138285	Aspergillus coremiiformis	4067	4058	9	23	101	4191	eurotiales_odb10	97	36	0.0	0	0	Outlier (low value)
UP000094569	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cristatus	2	573508	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	4115	4028	87	13	63	4191	eurotiales_odb10	98	146	0.0	0	0	Standard
UP000247810	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ellipticus	9	1448320	Aspergillus ellipticus CBS 707.79	4069	4052	17	50	72	4191	eurotiales_odb10	98	146	0.0	0	0	Close to standard (high value)
UP000641853	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus felis	6	1287682	Aspergillus felis	4023	4018	5	48	120	4191	eurotiales_odb10	97	146	0.0	0	0	Standard
UP000006702	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri	4	331117	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	4121	4111	10	56	14	4191	eurotiales_odb10	99	146	0.0	0	0	Standard
UP000653565	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis	3	340414	Aspergillus fumigatiaffinis	4027	4016	11	51	113	4191	eurotiales_odb10	97	146	0.0	0	0	Standard
UP000002530	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus	3	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	4063	4054	9	72	56	4191	eurotiales_odb10	98	146	0.0	0	0	Close to standard (low value)
UP000184300	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus	3	1160497	Aspergillus glaucus CBS 516.65	4097	4078	19	31	63	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000247233	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heteromorphus	7	1448321	Aspergillus heteromorphus CBS 117.55	4028	4017	11	63	100	4191	eurotiales_odb10	97	146	0.0	0	0	Standard
UP000630445	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus hiratsukae	4	1194566	Aspergillus hiratsukae	4002	3996	6	56	133	4191	eurotiales_odb10	96	146	0.0	0	0	Close to standard (low value)
UP000248961	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus homomorphus	5	1450537	Aspergillus homomorphus (strain CBS 101889)	4109	4101	8	23	59	4191	eurotiales_odb10	98	146	0.0	0	0	Standard
UP000249402	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ibericus	7	1448316	Aspergillus ibericus CBS 121593	4119	4110	9	16	56	4191	eurotiales_odb10	98	146	0.0	0	0	Standard
UP000326565	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus leporis	7	41062	Aspergillus leporis	4098	4078	20	18	75	4191	eurotiales_odb10	98	36	0.0	0	0	Outlier (low value)
UP000326289	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus minisclerotigenes	11	656917	Aspergillus minisclerotigenes	4099	4082	17	30	62	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000256690	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus mulundensis	6	1810919	Aspergillus mulundensis	4004	3979	25	46	141	4191	eurotiales_odb10	96	146	0.0	0	0	Standard
UP000000560	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans	10	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	3946	3939	7	85	160	4191	eurotiales_odb10	96	146	0.0	0	0	Standard
UP000006706	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	7	425011	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	3923	3911	12	81	187	4191	eurotiales_odb10	95	35	0.0	0	0	Close to standard (high value)
UP000037505	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae	8	1509407	Aspergillus nomiae NRRL 13137	3998	3982	16	84	109	4191	eurotiales_odb10	97	146	0.0	0	0	Standard
UP000234474	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novofumigatus	3	1392255	Aspergillus novofumigatus (strain IBT 16806)	4102	4087	15	38	51	4191	eurotiales_odb10	98	146	0.0	0	0	Standard
UP000326799	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novoparasiticus	10	986946	Aspergillus novoparasiticus	4094	4076	18	29	68	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000006564	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae	9	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	3505	3491	14	224	462	4191	eurotiales_odb10	88	35	0.0	0	0	Standard
UP000190312	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae	10	5062	Aspergillus oryzae (Yellow koji mold)	4004	3992	12	26	161	4191	eurotiales_odb10	96	35	0.0	0	0	Standard
UP000033540	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus parasiticus	6	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	3158	3143	15	23	1010	4191	eurotiales_odb10	75	146	0.0	0	0	Close to standard (low value)
UP000326532	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus parasiticus	10	5067	Aspergillus parasiticus	4118	4103	15	21	52	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000325579	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudonomiae	9	1506151	Aspergillus pseudonomiae	4074	4058	16	37	80	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000325672	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudotamarii	6	132259	Aspergillus pseudotamarii	4080	4060	20	34	77	4191	eurotiales_odb10	98	147	0.0	0	0	Outlier (low value)
UP000654913	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus puulaauensis	9	1220207	Aspergillus puulaauensis	4150	4126	24	14	27	4191	eurotiales_odb10	99	146	0.0	0	0	Close to standard (high value)
UP000034291	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus rambellii	2	308745	Aspergillus rambellii	3962	3958	4	88	141	4191	eurotiales_odb10	96	146	0.0	0	0	Close to standard (low value)
