protein_acc	proteome_acc	species
A0A0B1TC96	UP000053660	Oesophagostomum dentatum
A0A0B1TGX5	UP000053660	Oesophagostomum dentatum
A0A0B1TH81	UP000053660	Oesophagostomum dentatum
A0A0B1THY4	UP000053660	Oesophagostomum dentatum
A0A0B1TJU4	UP000053660	Oesophagostomum dentatum
A0A0B1TMI8	UP000053660	Oesophagostomum dentatum
A0A0B1TP91	UP000053660	Oesophagostomum dentatum
A0A0B2RGX4	UP000289340	Glycine soja
A0A0B2SNW5	UP000289340	Glycine soja
A0A0B2SP68	UP000289340	Glycine soja
A0A0B2UX79	UP000031036	Toxocara canis
A0A0B2V4Z1	UP000031036	Toxocara canis
A0A0B2V5S1	UP000031036	Toxocara canis
A0A0B2V753	UP000031036	Toxocara canis
A0A0B2V9B8	UP000031036	Toxocara canis
A0A0B2V9F1	UP000031036	Toxocara canis
A0A0B2VDU0	UP000031036	Toxocara canis
A0A0B2VHS7	UP000031036	Toxocara canis
A0A0B2VUC6	UP000031036	Toxocara canis
A0A0B2VVI5	UP000031036	Toxocara canis
A0A0B2WQI7	UP000030816	Metarhizium album
A0A0B2WZV7	UP000030816	Metarhizium album
A0A0B2X1U6	UP000030816	Metarhizium album
A0A0B2X5L4	UP000030816	Metarhizium album
A0A0B4H748	UP000031176	Metarhizium majus
A0A0B4HN08	UP000031176	Metarhizium majus
A0A0B4HQD8	UP000031176	Metarhizium majus
A0A0B4HYT7	UP000031176	Metarhizium majus
A0A0B4IER9	UP000031176	Metarhizium majus
A0A0B4IF95	UP000031176	Metarhizium majus
A0A0B4IHB3	UP000031176	Metarhizium majus
A0A0B4IIJ2	UP000031176	Metarhizium majus
A0A0B4IJP0	UP000031176	Metarhizium majus
A0A0B4XAD1	UP000031368	Rhizobium gallicum
A0A0B5EPG7	UP000031523	Streptomyces albus
A0A0B5F6T3	UP000031523	Streptomyces albus
A0A0B5IBE8	UP000031774	Streptomyces vietnamensis
A0A0B7F0F6	UP000059188	Rhizoctonia solani
A0A0B7F0G8	UP000059188	Rhizoctonia solani
A0A0B7F0N2	UP000059188	Rhizoctonia solani
A0A0B7F0Q1	UP000059188	Rhizoctonia solani
A0A0B7F1Z6	UP000059188	Rhizoctonia solani
A0A0B7F229	UP000059188	Rhizoctonia solani
A0A0B7F3K0	UP000059188	Rhizoctonia solani
A0A0B7F5A8	UP000059188	Rhizoctonia solani
A0A0B7F7A3	UP000059188	Rhizoctonia solani
A0A0B7F8H0	UP000059188	Rhizoctonia solani
A0A0B7FCB0	UP000059188	Rhizoctonia solani
A0A0B7FFE4	UP000059188	Rhizoctonia solani
A0A0B7FGN3	UP000059188	Rhizoctonia solani
A0A0B7FL26	UP000059188	Rhizoctonia solani
A0A0B7FMY1	UP000059188	Rhizoctonia solani
A0A0B7FN78	UP000059188	Rhizoctonia solani
A0A0B7FQ89	UP000059188	Rhizoctonia solani
A0A0B7FQF4	UP000059188	Rhizoctonia solani
A0A0B7FR21	UP000059188	Rhizoctonia solani
A0A0B7FSE1	UP000059188	Rhizoctonia solani
A0A0B7FT97	UP000059188	Rhizoctonia solani
A0A0B7FUX7	UP000059188	Rhizoctonia solani
A0A0B7FUY2	UP000059188	Rhizoctonia solani
A0A0B7FY08	UP000059188	Rhizoctonia solani
A0A0B7G165	UP000059188	Rhizoctonia solani
A0A0B7G340	UP000059188	Rhizoctonia solani
A0A0B7G4H1	UP000059188	Rhizoctonia solani
A0A0B7JS93	UP000616885	Clonostachys rosea
A0A0B7KAK2	UP000616885	Clonostachys rosea
A0A0C1DJ30	UP000031466	Flavobacterium sp. KMS
A0A0C1GVZ5	UP000031326	Ruegeria sp. ANG-S4
A0A0C1NKB8	UP000029738	Tolypothrix bouteillei
A0A0C1YCJ9	UP000031584	Streptomyces sp. 150FB
A0A0C2CAX1	UP000054047	Ancylostoma duodenale
A0A0C2D4H8	UP000054047	Ancylostoma duodenale
A0A0C2DA01	UP000054047	Ancylostoma duodenale
A0A0C2DDH5	UP000054047	Ancylostoma duodenale
A0A0C2DE73	UP000054047	Ancylostoma duodenale
A0A0C2DYT4	UP000054047	Ancylostoma duodenale
A0A0C2E179	UP000054047	Ancylostoma duodenale
A0A0C2E240	UP000054047	Ancylostoma duodenale
A0A0C2FYP6	UP000054047	Ancylostoma duodenale
A0A0C2G9S5	UP000054047	Ancylostoma duodenale
A0A0C2GCU9	UP000054047	Ancylostoma duodenale
A0A0C2GMT1	UP000054047	Ancylostoma duodenale
A0A0C2GVC1	UP000054047	Ancylostoma duodenale
A0A0C2GX57	UP000054047	Ancylostoma duodenale
A0A0C2H139	UP000054047	Ancylostoma duodenale
A0A0C2H351	UP000054047	Ancylostoma duodenale
A0A0C2H4J8	UP000054047	Ancylostoma duodenale
A0A0C2H9D1	UP000054047	Ancylostoma duodenale
A0A0C2HF86	UP000054047	Ancylostoma duodenale
A0A0C2HHH6	UP000054047	Ancylostoma duodenale
A0A0C2W6Y7	UP000054097	Serendipita vermifera
A0A0C2W7D5	UP000054097	Serendipita vermifera
A0A0C2WNA9	UP000054549	Amanita muscaria
A0A0C2WPB2	UP000054097	Serendipita vermifera
A0A0C2WPJ7	UP000054097	Serendipita vermifera
A0A0C2WY12	UP000054097	Serendipita vermifera
A0A0C2X1R3	UP000054549	Amanita muscaria
A0A0C2XCT6	UP000054097	Serendipita vermifera
A0A0C2XG69	UP000054097	Serendipita vermifera
A0A0C2YBV3	UP000053424	Hebeloma cylindrosporum
A0A0C2ZYB9	UP000053989	Scleroderma citrinum
A0A0C3AKS7	UP000054097	Serendipita vermifera
A0A0C3ARA1	UP000054097	Serendipita vermifera
A0A0C3ASP0	UP000054097	Serendipita vermifera
A0A0C3B3A9	UP000054097	Serendipita vermifera
A0A0C3B3T5	UP000054097	Serendipita vermifera
A0A0C3B6I5	UP000054097	Serendipita vermifera
A0A0C3B766	UP000054166	Piloderma croceum
A0A0C3B7P4	UP000054097	Serendipita vermifera
A0A0C3BJQ5	UP000053424	Hebeloma cylindrosporum
A0A0C3CP60	UP000054321	Oidiodendron maius
A0A0C3CRE9	UP000053424	Hebeloma cylindrosporum
A0A0C3D1N7	UP000054321	Oidiodendron maius
A0A0C3DDB0	UP000054321	Oidiodendron maius
A0A0C3DMT8	UP000054321	Oidiodendron maius
A0A0C3EEV9	UP000053989	Scleroderma citrinum
A0A0C3F7Q7	UP000054166	Piloderma croceum
A0A0C3FFF8	UP000054166	Piloderma croceum
A0A0C3FFN2	UP000054166	Piloderma croceum
A0A0C3FR79	UP000054166	Piloderma croceum
A0A0C3FV27	UP000054166	Piloderma croceum
A0A0C3FYC4	UP000054166	Piloderma croceum
A0A0C3FYC9	UP000054166	Piloderma croceum
A0A0C3GI02	UP000054321	Oidiodendron maius
A0A0C3H1J4	UP000054321	Oidiodendron maius
A0A0C3H2L9	UP000054321	Oidiodendron maius
A0A0C3JRY4	UP000054217	Pisolithus tinctorius
A0A0C3JW09	UP000054217	Pisolithus tinctorius
A0A0C3JWD6	UP000054217	Pisolithus tinctorius
A0A0C3LFR5	UP000054248	Tulasnella calospora
A0A0C3NCS7	UP000053257	Phlebiopsis gigantea
A0A0C3P2N1	UP000054217	Pisolithus tinctorius
A0A0C3PGK8	UP000054217	Pisolithus tinctorius
A0A0C3PT91	UP000054217	Pisolithus tinctorius
A0A0C3Q4S8	UP000054248	Tulasnella calospora
A0A0C3Q5J6	UP000054248	Tulasnella calospora
A0A0C3QVQ1	UP000054248	Tulasnella calospora
A0A0C3RQX3	UP000053257	Phlebiopsis gigantea
A0A0C3S3B5	UP000053257	Phlebiopsis gigantea
A0A0C4DI87	UP000002489	Fusarium oxysporum
A0A0C4DNP1	UP000011715	Magnaporthiopsis poae
A0A0C4DNS3	UP000011715	Magnaporthiopsis poae
A0A0C4DNU4	UP000011715	Magnaporthiopsis poae
A0A0C4DWW6	UP000011715	Magnaporthiopsis poae
A0A0C4DX73	UP000011715	Magnaporthiopsis poae
A0A0C4DY08	UP000011715	Magnaporthiopsis poae
A0A0C4DYF2	UP000011715	Magnaporthiopsis poae
A0A0C4DYX4	UP000011715	Magnaporthiopsis poae
A0A0C4E0P1	UP000011715	Magnaporthiopsis poae
A0A0C4E313	UP000011715	Magnaporthiopsis poae
A0A0C4E3X1	UP000011715	Magnaporthiopsis poae
A0A0C4E530	UP000011715	Magnaporthiopsis poae
A0A0C4E8A2	UP000011715	Magnaporthiopsis poae
A0A0C4ECI4	UP000011715	Magnaporthiopsis poae
A0A0C4ECU2	UP000011715	Magnaporthiopsis poae
A0A0C4EEL6	UP000011715	Magnaporthiopsis poae
A0A0C4EFA8	UP000011715	Magnaporthiopsis poae
A0A0C4ERU5	UP000005240	Puccinia triticina
A0A0C4ERW9	UP000005240	Puccinia triticina
A0A0C4EUF7	UP000005240	Puccinia triticina
A0A0C4EZ29	UP000005240	Puccinia triticina
A0A0C4F9W5	UP000005240	Puccinia triticina
A0A0C5G0L4	UP000032234	Streptomyces cyaneogriseus
A0A0C9LYQ2	UP000054361	fungal sp. No.11243
A0A0C9SL04	UP000053263	Plicaturopsis crispa
A0A0C9SMC2	UP000053647	Paxillus involutus
A0A0C9SRH3	UP000053263	Plicaturopsis crispa
A0A0C9SUN8	UP000053647	Paxillus involutus
A0A0C9SXL2	UP000053647	Paxillus involutus
A0A0C9T1I0	UP000053263	Plicaturopsis crispa
A0A0C9TIX5	UP000053647	Paxillus involutus
A0A0C9TQW6	UP000053647	Paxillus involutus
A0A0C9TZW6	UP000053647	Paxillus involutus
A0A0C9U854	UP000054279	Sphaerobolus stellatus
A0A0C9U908	UP000054279	Sphaerobolus stellatus
A0A0C9USP9	UP000054279	Sphaerobolus stellatus
A0A0C9UT30	UP000054279	Sphaerobolus stellatus
A0A0C9V9W8	UP000054279	Sphaerobolus stellatus
A0A0C9VHR2	UP000054279	Sphaerobolus stellatus
A0A0C9VSL0	UP000054279	Sphaerobolus stellatus
A0A0C9VWG7	UP000053820	Hydnomerulius pinastri
A0A0C9W3M0	UP000054279	Sphaerobolus stellatus
A0A0C9W3X0	UP000054279	Sphaerobolus stellatus
A0A0C9W5Z2	UP000054279	Sphaerobolus stellatus
A0A0C9WCY2	UP000053820	Hydnomerulius pinastri
A0A0C9WDK0	UP000053820	Hydnomerulius pinastri
A0A0C9WFQ9	UP000053820	Hydnomerulius pinastri
A0A0C9WXQ7	UP000054477	Laccaria amethystina
A0A0C9XE26	UP000054477	Laccaria amethystina
A0A0C9YP62	UP000054018	Pisolithus microcarpus
A0A0C9Z2J2	UP000054018	Pisolithus microcarpus
A0A0C9Z647	UP000054018	Pisolithus microcarpus
A0A0C9ZMD3	UP000054485	Suillus luteus
A0A0C9ZZ45	UP000054018	Pisolithus microcarpus
A0A0D0AGR4	UP000054018	Pisolithus microcarpus
A0A0D0AL52	UP000053593	Gymnopus luxurians
A0A0D0AMS9	UP000053593	Gymnopus luxurians
A0A0D0BB40	UP000053593	Gymnopus luxurians
A0A0D0C0C7	UP000053593	Gymnopus luxurians
A0A0D0C0G3	UP000053593	Gymnopus luxurians
A0A0D0CBB0	UP000053593	Gymnopus luxurians
A0A0D0CCA2	UP000053593	Gymnopus luxurians
A0A0D0CKT4	UP000053593	Gymnopus luxurians
A0A0D0CKT8	UP000053593	Gymnopus luxurians
A0A0D0CM75	UP000054538	Paxillus rubicundulus
A0A0D0CV66	UP000053593	Gymnopus luxurians
A0A0D0D7T8	UP000054538	Paxillus rubicundulus
A0A0D0DYH4	UP000054538	Paxillus rubicundulus
A0A0D0E695	UP000054538	Paxillus rubicundulus
A0A0D0EB00	UP000054538	Paxillus rubicundulus
A0A0D0EBE4	UP000054538	Paxillus rubicundulus
A0A0D0NEG3	UP000032066	Kitasatospora griseola
A0A0D1CHR5	UP000000561	Ustilago maydis
A0A0D1E6L1	UP000000561	Ustilago maydis
A0A0D1W1D4	UP000053599	Exophiala sideris
A0A0D1XF56	UP000053599	Exophiala sideris
A0A0D1YF04	UP000053599	Exophiala sideris
A0A0D1YWF9	UP000053599	Exophiala sideris
A0A0D1YXH7	UP000053328	Exophiala spinifera
A0A0D1Z6F1	UP000054466	Cladophialophora immunda
A0A0D1ZN85	UP000054466	Cladophialophora immunda
A0A0D1ZTP1	UP000054302	Exophiala mesophila
A0A0D1ZZE1	UP000053259	Verruconis gallopava
A0A0D2AGE3	UP000053259	Verruconis gallopava
A0A0D2ANN3	UP000053259	Verruconis gallopava
A0A0D2B6L8	UP000054466	Cladophialophora immunda
A0A0D2BB96	UP000054466	Cladophialophora immunda
A0A0D2BH13	UP000053328	Exophiala spinifera
A0A0D2BK54	UP000053328	Exophiala spinifera
A0A0D2BKG3	UP000053328	Exophiala spinifera
A0A0D2BQ72	UP000054342	Exophiala xenobiotica
A0A0D2BR19	UP000053328	Exophiala spinifera
A0A0D2BUH7	UP000054342	Exophiala xenobiotica
A0A0D2C2B9	UP000053342	Exophiala oligosperma
A0A0D2C7N4	UP000054342	Exophiala xenobiotica
A0A0D2CCR2	UP000053328	Exophiala spinifera
A0A0D2CEU5	UP000053342	Exophiala oligosperma
A0A0D2CGS3	UP000054466	Cladophialophora immunda
A0A0D2CK37	UP000054266	Phialophora macrospora
A0A0D2CYM2	UP000054466	Cladophialophora immunda
A0A0D2CZ06	UP000054266	Phialophora macrospora
A0A0D2D206	UP000054266	Phialophora macrospora
A0A0D2D664	UP000053342	Exophiala oligosperma
A0A0D2D9V1	UP000054466	Cladophialophora immunda
A0A0D2DPV7	UP000053342	Exophiala oligosperma
A0A0D2DTY5	UP000053342	Exophiala oligosperma
A0A0D2DYM6	UP000053342	Exophiala oligosperma
A0A0D2E0K9	UP000053029	Fonsecaea pedrosoi
A0A0D2EDR6	UP000053342	Exophiala oligosperma
A0A0D2EE95	UP000054342	Exophiala xenobiotica
A0A0D2EIL3	UP000054342	Exophiala xenobiotica
A0A0D2ETA8	UP000054342	Exophiala xenobiotica
A0A0D2EZC7	UP000053029	Fonsecaea pedrosoi
A0A0D2EZH2	UP000054342	Exophiala xenobiotica
A0A0D2F3M9	UP000053029	Fonsecaea pedrosoi
A0A0D2F4M5	UP000054342	Exophiala xenobiotica
A0A0D2FU82	UP000053617	Rhinocladiella mackenziei
A0A0D2G9B5	UP000054266	Phialophora macrospora
A0A0D2GDT0	UP000054266	Phialophora macrospora
A0A0D2HA46	UP000053029	Fonsecaea pedrosoi
A0A0D2HER3	UP000053617	Rhinocladiella mackenziei
A0A0D2I6Y7	UP000053617	Rhinocladiella mackenziei
A0A0D2IAF0	UP000053411	Fonsecaea multimorphosa
A0A0D2IUZ3	UP000053411	Fonsecaea multimorphosa
A0A0D2IWH9	UP000053617	Rhinocladiella mackenziei
A0A0D2JFD5	UP000053617	Rhinocladiella mackenziei
A0A0D2JSE2	UP000053411	Fonsecaea multimorphosa
A0A0D2K829	UP000053411	Fonsecaea multimorphosa
A0A0D2KPV7	UP000053411	Fonsecaea multimorphosa
A0A0D2KQZ9	UP000054270	Hypholoma sublateritium
A0A0D2L070	UP000053411	Fonsecaea multimorphosa
A0A0D2LDS6	UP000054270	Hypholoma sublateritium
A0A0D2LGV5	UP000054270	Hypholoma sublateritium
A0A0D2M1N4	UP000054270	Hypholoma sublateritium
A0A0D2MIA5	UP000054270	Hypholoma sublateritium
A0A0D2MNS5	UP000054270	Hypholoma sublateritium
A0A0D2N6P1	UP000054270	Hypholoma sublateritium
A0A0D2NI02	UP000032304	Gossypium raimondii
A0A0D2P6I0	UP000054270	Hypholoma sublateritium
A0A0D2PGN2	UP000054270	Hypholoma sublateritium
A0A0D2PWI2	UP000054270	Hypholoma sublateritium
A0A0D2Q202	UP000054270	Hypholoma sublateritium
A0A0D2R8B0	UP000032304	Gossypium raimondii
A0A0D2R8B7	UP000032304	Gossypium raimondii
A0A0D2RZ91	UP000032304	Gossypium raimondii
A0A0D2TW57	UP000032304	Gossypium raimondii
A0A0D2UGD8	UP000032304	Gossypium raimondii
A0A0D2UIJ1	UP000032304	Gossypium raimondii
A0A0D2VFA6	UP000032304	Gossypium raimondii
A0A0D2XFT3	UP000002489	Fusarium oxysporum
A0A0D2XK45	UP000002489	Fusarium oxysporum
A0A0D2XKT7	UP000002489	Fusarium oxysporum
A0A0D2XQH2	UP000002489	Fusarium oxysporum
A0A0D2XTU9	UP000002489	Fusarium oxysporum
A0A0D2XZ37	UP000002489	Fusarium oxysporum
A0A0D2Y1T6	UP000002489	Fusarium oxysporum
A0A0D2Y718	UP000002489	Fusarium oxysporum
A0A0D2YBM6	UP000002489	Fusarium oxysporum
A0A0D2YK19	UP000002489	Fusarium oxysporum
A0A0D3EUY4	UP000026960	Oryza barthii
A0A0D3EUY6	UP000026960	Oryza barthii
A0A0D3G0L0	UP000026960	Oryza barthii
A0A0D3G0L1	UP000026960	Oryza barthii
A0A0D6P930	UP000032680	Acidisphaera rubrifaciens
A0A0D6TQC5	UP000032747	Flavobacterium sp. 316
A0A0D7A608	UP000054144	Fistulina hepatica
A0A0D7AR41	UP000054144	Fistulina hepatica
A0A0D7AWR7	UP000054007	Cylindrobasidium torrendii
A0A0D7AZP4	UP000054007	Cylindrobasidium torrendii
A0A0D7B4G2	UP000054007	Cylindrobasidium torrendii
A0A0D7BDG3	UP000054007	Cylindrobasidium torrendii
A0A0D7BDR1	UP000054007	Cylindrobasidium torrendii
A0A0D7BEH6	UP000054007	Cylindrobasidium torrendii
A0A0D7BKM1	UP000054007	Cylindrobasidium torrendii
A0A0D8XNT8	UP000053766	Dictyocaulus viviparus
A0A0D8XRD7	UP000053766	Dictyocaulus viviparus
A0A0D8XSQ9	UP000053766	Dictyocaulus viviparus
A0A0D8XUQ9	UP000053766	Dictyocaulus viviparus
A0A0D8XX48	UP000053766	Dictyocaulus viviparus
A0A0D8XXJ2	UP000053766	Dictyocaulus viviparus
A0A0D8Y241	UP000053766	Dictyocaulus viviparus
A0A0D8Y996	UP000053766	Dictyocaulus viviparus
A0A0D8Y9Y2	UP000053766	Dictyocaulus viviparus
A0A0D8ZXF6	UP000032452	Aliterella atlantica
A0A0D8ZXW9	UP000032452	Aliterella atlantica
A0A0D8ZY20	UP000032452	Aliterella atlantica
A0A0D9NK72	UP000054544	Metarhizium anisopliae
A0A0D9NNM1	UP000054544	Metarhizium anisopliae
A0A0D9NQB6	UP000054544	Metarhizium anisopliae
A0A0D9NQW1	UP000054544	Metarhizium anisopliae
A0A0D9NRE3	UP000054544	Metarhizium anisopliae
A0A0D9NSC2	UP000054544	Metarhizium anisopliae
A0A0D9NTT3	UP000054544	Metarhizium anisopliae
A0A0D9P6L9	UP000054544	Metarhizium anisopliae
A0A0D9R9M2	UP000029965	Chlorocebus sabaeus
A0A0D9RY79	UP000029965	Chlorocebus sabaeus
A0A0D9S0Q1	UP000029965	Chlorocebus sabaeus
A0A0D9V6N1	UP000032180	Leersia perrieri
A0A0D9V6N2	UP000032180	Leersia perrieri
A0A0D9W9R3	UP000032180	Leersia perrieri
A0A0D9XIN8	UP000032180	Leersia perrieri
A0A0D9YG01	UP000026961	Oryza glumipatula
A0A0D9YG04	UP000026961	Oryza glumipatula
A0A0D9ZQY0	UP000026961	Oryza glumipatula
A0A0D9ZQY1	UP000026961	Oryza glumipatula
A0A0E0C8Q0	UP000008021	Oryza meridionalis
A0A0E0C8Q1	UP000008021	Oryza meridionalis
A0A0E0DIL3	UP000008021	Oryza meridionalis
A0A0E0FUB3	UP000006591	Oryza nivara
A0A0E0FUB6	UP000006591	Oryza nivara
A0A0E0H671	UP000006591	Oryza nivara
A0A0E0H672	UP000006591	Oryza nivara
A0A0E0JPQ3	UP000026962	Oryza punctata
A0A0E0JPQ4	UP000026962	Oryza punctata
A0A0E0KVG7	UP000026962	Oryza punctata
A0A0E0KVG9	UP000026962	Oryza punctata
A0A0E0KVH0	UP000026962	Oryza punctata
A0A0E0N3H7	UP000008022	Oryza rufipogon
A0A0E0N3I2	UP000008022	Oryza rufipogon
A0A0E0PEB0	UP000008022	Oryza rufipogon
A0A0E0PEB1	UP000008022	Oryza rufipogon
A0A0E0RYC2	UP000070720	Fusarium graminearum
A0A0E0S8J8	UP000070720	Fusarium graminearum
A0A0E3J9W7	UP000694425	Neogale vison
A0A0F0GI82	UP000033393	Lentzea aerocolonigenes
A0A0F0GIM4	UP000033569	Streptomyces sp. NRRL F-4428
A0A0F0HA71	UP000033569	Streptomyces sp. NRRL F-4428
A0A0F0HCM0	UP000033569	Streptomyces sp. NRRL F-4428
A0A0F0HTL4	UP000033409	Saccharothrix sp. ST-888
A0A0F0I246	UP000033540	Aspergillus parasiticus
A0A0F0I806	UP000033540	Aspergillus parasiticus
A0A0F0IBW7	UP000033540	Aspergillus parasiticus
A0A0F0IFR5	UP000033540	Aspergillus parasiticus
A0A0F0IHD9	UP000033540	Aspergillus parasiticus
A0A0F0IK08	UP000033540	Aspergillus parasiticus
A0A0F2T924	UP000033699	Streptomyces rubellomurinus
A0A0F3IP64	UP000033774	Elstera litoralis
A0A0F3IVV6	UP000033774	Elstera litoralis
A0A0F4G447	UP000033647	Zymoseptoria brevis
A0A0F4G6N0	UP000033647	Zymoseptoria brevis
A0A0F4G9M2	UP000033647	Zymoseptoria brevis
A0A0F4GBJ7	UP000033647	Zymoseptoria brevis
A0A0F4GHY4	UP000033647	Zymoseptoria brevis
A0A0F4GJP1	UP000033647	Zymoseptoria brevis
A0A0F4GM26	UP000033647	Zymoseptoria brevis
A0A0F4GNX0	UP000033647	Zymoseptoria brevis
A0A0F4GR75	UP000033647	Zymoseptoria brevis
A0A0F4GRH8	UP000033647	Zymoseptoria brevis
A0A0F4GT00	UP000033647	Zymoseptoria brevis
A0A0F4GX97	UP000033647	Zymoseptoria brevis
A0A0F4H1R9	UP000033647	Zymoseptoria brevis
A0A0F4YE03	UP000053958	Rasamsonia emersonii
A0A0F4ZCE5	UP000033483	Thielaviopsis punctulata
A0A0F4ZJV7	UP000033483	Thielaviopsis punctulata
A0A0F5VAR5	UP000033633	Photobacterium halotolerans
A0A0F5VM73	UP000033641	Streptomyces sp. WM6386
A0A0F5VY97	UP000033641	Streptomyces sp. WM6386
A0A0F6YHH7	UP000034883	Sandaracinus amylolyticus
A0A0F7KCK6	UP000034156	Nitrosomonas communis
A0A0F7TJ40	UP000042958	Penicillium brasilianum
A0A0F7TKD9	UP000042958	Penicillium brasilianum
A0A0F7TMS3	UP000042958	Penicillium brasilianum
A0A0F7TS50	UP000042958	Penicillium brasilianum
A0A0F7TYM6	UP000042958	Penicillium brasilianum
A0A0F7VGQ2	UP000042958	Penicillium brasilianum
A0A0F7ZGR3	UP000054481	Hirsutella minnesotensis
A0A0F7ZHW4	UP000054481	Hirsutella minnesotensis
A0A0F7ZJT6	UP000054481	Hirsutella minnesotensis
A0A0F7ZKE7	UP000054481	Hirsutella minnesotensis
A0A0F7ZKL0	UP000054481	Hirsutella minnesotensis
A0A0F7ZPL7	UP000054481	Hirsutella minnesotensis
A0A0F7ZR69	UP000054481	Hirsutella minnesotensis
A0A0F7ZRN8	UP000054481	Hirsutella minnesotensis
A0A0F7ZS62	UP000054481	Hirsutella minnesotensis
A0A0F7ZS77	UP000054481	Hirsutella minnesotensis
A0A0F7ZUV5	UP000054481	Hirsutella minnesotensis
A0A0F7ZWF9	UP000054481	Hirsutella minnesotensis
A0A0F7ZYT2	UP000054481	Hirsutella minnesotensis
A0A0F8A039	UP000054481	Hirsutella minnesotensis
A0A0F8A0A1	UP000054481	Hirsutella minnesotensis
A0A0F8A0K4	UP000054481	Hirsutella minnesotensis
A0A0F8A1R3	UP000054481	Hirsutella minnesotensis
A0A0F8A4E9	UP000054481	Hirsutella minnesotensis
A0A0F8A4Q7	UP000054481	Hirsutella minnesotensis
A0A0F8B351	UP000034841	Ceratocystis platani
A0A0F8CNX3	UP000034841	Ceratocystis platani
A0A0F8URR2	UP000034291	Aspergillus rambellii
A0A0F8W6I0	UP000034291	Aspergillus rambellii
A0A0F9WDC2	UP000034350	Nosema ceranae
A0A0F9X0I7	UP000034112	Trichoderma harzianum
A0A0F9ZGV2	UP000034112	Trichoderma harzianum
A0A0G2EUA6	UP000053317	Phaeomoniella chlamydospora
A0A0G2F5W5	UP000034680	Diaporthe ampelina
A0A0G2F9B1	UP000034680	Diaporthe ampelina
A0A0G2FCS1	UP000034680	Diaporthe ampelina
A0A0G2FDL8	UP000034680	Diaporthe ampelina
A0A0G2FG16	UP000034680	Diaporthe ampelina
A0A0G2FI58	UP000034680	Diaporthe ampelina
A0A0G2FLP9	UP000034680	Diaporthe ampelina
A0A0G2FNI6	UP000034680	Diaporthe ampelina
A0A0G2FTB0	UP000034680	Diaporthe ampelina
A0A0G2FTH2	UP000034680	Diaporthe ampelina
A0A0G2FWB3	UP000034680	Diaporthe ampelina
A0A0G2G035	UP000034680	Diaporthe ampelina
A0A0G2GB29	UP000053317	Phaeomoniella chlamydospora
A0A0G2H6R0	UP000034680	Diaporthe ampelina
A0A0G2HJR1	UP000053317	Phaeomoniella chlamydospora
A0A0G2HMP9	UP000034680	Diaporthe ampelina
A0A0G2HNV4	UP000034680	Diaporthe ampelina
A0A0G2HXK2	UP000034680	Diaporthe ampelina
A0A0G2I587	UP000034680	Diaporthe ampelina
A0A0G2IGH9	UP000034680	Diaporthe ampelina
A0A0G3BQ28	UP000035352	Schlegelella brevitalea
A0A0G3UTP5	UP000035653	Streptomyces sp. Mg1
A0A0G3UVS8	UP000035653	Streptomyces sp. Mg1
A0A0G4GQD9	UP000041254	Vitrella brassicaformis
A0A0G4IJY2	UP000039324	Plasmodiophora brassicae
A0A0G4IK72	UP000039324	Plasmodiophora brassicae
A0A0G4IPB5	UP000039324	Plasmodiophora brassicae
A0A0G4IQ91	UP000039324	Plasmodiophora brassicae
A0A0G4IUB1	UP000039324	Plasmodiophora brassicae
A0A0G4IUF0	UP000039324	Plasmodiophora brassicae
A0A0G4IUQ3	UP000039324	Plasmodiophora brassicae
A0A0G4J7H3	UP000039324	Plasmodiophora brassicae
A0A0G4KK98	UP000044602	Verticillium longisporum
A0A0G4KKL5	UP000044602	Verticillium longisporum
A0A0G4KTS8	UP000044602	Verticillium longisporum
A0A0G4KXM3	UP000044602	Verticillium longisporum
A0A0G4KZ42	UP000044602	Verticillium longisporum
A0A0G4L6X2	UP000044602	Verticillium longisporum
A0A0G4LG75	UP000044602	Verticillium longisporum
A0A0G4LGJ4	UP000044602	Verticillium longisporum
A0A0G4LGV0	UP000044602	Verticillium longisporum
A0A0G4LN34	UP000044602	Verticillium longisporum
A0A0G4LPB5	UP000044602	Verticillium longisporum
A0A0G4M1R8	UP000044602	Verticillium longisporum
A0A0G4M2Y8	UP000044602	Verticillium longisporum
A0A0G4M3R1	UP000044602	Verticillium longisporum
A0A0G4M788	UP000044602	Verticillium longisporum
A0A0G4MU28	UP000044602	Verticillium longisporum
A0A0G4N5F6	UP000044602	Verticillium longisporum
A0A0G4N5J8	UP000044602	Verticillium longisporum
A0A0H1B385	UP000053573	Blastomyces silverae
A0A0H1B458	UP000053573	Blastomyces silverae
A0A0H1B4Y0	UP000053573	Blastomyces silverae
A0A0H1BKK9	UP000053573	Blastomyces silverae
A0A0H1BKR6	UP000053573	Blastomyces silverae
A0A0H1BRE8	UP000053573	Blastomyces silverae
A0A0H1BRF6	UP000053573	Blastomyces silverae
A0A0H1R9T1	UP000035489	Microvirga vignae
A0A0H2RSH5	UP000053477	Schizopora paradoxa
A0A0H4C1B8	UP000036399	Streptomyces sp. PBH53
A0A0H4CFT4	UP000036399	Streptomyces sp. PBH53
A0A0H5CPH3	UP000076116	Alloactinosynnema sp. L-07
