DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	species
COLOR	#ff0000
DATA
CDM37049.1	#90caab	Penicillium roqueforti
VVB47659.1	#e0e069	Beijerinckiaceae bacterium RH CH11
VDI40825.1	#380da1	Mytilus galloprovincialis
KAA8895432.1	#b6fbd8	Sphaerosporella brunnea
KAI3662145.1	#23d513	Amoeboaphelidium occidentale
MCJ8271084.1	#551e17	Psychrosphaera sp.
XP_031565458.1	#d46dca	Actinia tenebrosa
KAF5391307.1	#79f673	Collybiopsis confluens
KAG4079639.1	#81f29b	Bradysia odoriphaga
TMS38128.1	#a0f0fd	Steinernema carpocapsae
KAH8669038.1	#e9864b	Xylariales sp. PMI_506
GIY50133.1	#e8e056	Caerostris darwini
KJA23388.1	#6bd95b	Hypholoma sublateritium
XP_027236657.1	#98715c	Penaeus vannamei
KAF4568167.1	#56f783	Pleurotus pulmonarius
XP_023017785.1	#77a8bc	Leptinotarsa decemlineata
RPA82700.1	#b9a0dc	Ascobolus immersus
KYN16176.1	#d60a5a	Trachymyrmex cornetzi
KAI4861025.1	#9467ad	Hypoxylon rubiginosum
XP_001850700.2	#734722	Culex quinquefasciatus
MBA0811429.1	#f43052	Gossypium harknessii
CAD7257558.1	#7d37e6	Timema shepardi
KAI0043594.1	#795268	Auriscalpium vulgare
KAG6012121.1	#6fc258	Claviceps pusilla
XP_019159370.1	#22ff1b	Ipomoea nil
KLU90675.1	#6c02ef	Magnaporthiopsis poae
ROT77849.1	#98715c	Penaeus vannamei
KAG5929148.1	#0af5f5	Claviceps africana
KFA77547.1	#07e010	Stachybotrys chartarum
EER41331.1	#f90922	Histoplasma capsulatum
RKP09209.1	#0cfead	Thamnocephalis sphaerospora
XP_017998773.1	#7b24d8	Phialophora attinorum
KYP38873.1	#3d6aff	Cajanus cajan
PHH59817.1	#bed756	Ophiocordyceps australis
CAG8493225.1	#bce3b6	Funneliformis mosseae
PIC50147.1	#fb58ab	Caenorhabditis nigoni
KAF2788134.1	#1e4280	Melanomma pulvis-pyrius
OWF48970.1	#a02ab2	Mizuhopecten yessoensis
XP_017797955.1	#577578	Habropoda laboriosa
MBU6311356.1	#084bd1	Actinomycetales bacterium
KAF4801552.1	#f4f1b4	Turdus rufiventris
XP_026273940.1	#c668a4	Frankliniella occidentalis
TVU34831.1	#6eb074	Eragrostis curvula
KXN72123.1	#2fd49b	Conidiobolus coronatus
GJN06801.1	#0d35ac	Eleusine coracana
KFY57787.1	#6f7dd0	Pseudogymnoascus sp. VKM F-4515 (FW-2607)
GFP98861.1	#d3fcfa	Phtheirospermum japonicum
XP_045961638.1	#a0bd97	Truncatella angustata
KAA8523866.1	#9ff576	Nyssa sinensis
XP_044738332.1	#97f93e	Chrysoperla carnea
XP_001803906.1	#2bac35	Parastagonospora nodorum
KKA30812.1	#37ffe5	Thielaviopsis punctulata
KAF8529966.1	#55d0d8	Gautieria morchelliformis
CAB1327205.1	#eb699b	Coregonus sp. 'balchen'
XP_049127594.1	#2671e3	Colletotrichum spaethianum
KAF9621060.1	#93df17	Coptis chinensis
KAI1257487.1	#3eb40e	Eutypa lata
TKX21781.1	#d8c144	Elsinoe australis
KNE64163.1	#31e843	Allomyces macrogynus
PHH78497.1	#173df8	Ophiocordyceps camponoti-rufipedis
PKY46583.1	#afb97a	Rhizophagus irregularis
XP_014609656.1	#894951	Polistes canadensis
XP_026465404.1	#297a14	Ctenocephalides felis
KAI3695313.1	#d97395	Smallanthus sonchifolius
KAF8990391.1	#2ed9e8	Cyathus striatus
CAG8558490.1	#0974ab	Acaulospora colombiana
KAF7743789.1	#56cb3e	Entomophthora muscae
XP_009223640.1	#d8e6f5	Gaeumannomyces tritici
WP_249101386.1	#3d473e	nan
CAG9773759.1	#a6cd22	Ceutorhynchus assimilis
KAE8573876.1	#095ae9	Halyomorpha halys
KAA8515294.1	#9ff576	Nyssa sinensis
PBP16163.1	#8ed1fb	Diplocarpon rosae
KAI1082165.1	#5c1053	Whalleya microplaca
KAH9565035.1	#a928d2	Sphagnum magellanicum
XP_038748636.1	#be343f	Colletotrichum karsti
SPO42331.1	#4b4a4c	Moesziomyces antarcticus
KXH37013.1	#686892	Colletotrichum simmondsii
CAG8972828.1	#f9b11a	Hymenoscyphus albidus
VDP93994.1	#3275e7	Echinostoma caproni
CAR85692.1	#126a9d	Machilis germanica
XP_007776255.1	#c47687	Coniosporium apollinis
KAI0023373.1	#d99845	Xylariomycetidae sp. FL0641
XP_002128425.2	#4b9f1d	Ciona intestinalis
KSV63104.1	#16a8a7	Sinorhizobium sp. Sb3
WP_255925666.1	#a99d76	Streptomyces rubrisoli
QRV86425.1	#490b49	Ceratobasidium sp. AG-Ba
XP_001243418.2	#2fb9bd	Coccidioides immitis
ATU82297.1	#58274f	Macrocybe gigantea
KAH9629131.1	#e5d840	Spodoptera exigua
RYP77186.1	#c85bfa	Monosporascus sp. 5C6A
KAG5713119.1	#d5093e	Batillaria attramentaria
PGH14377.1	#4fa673	Polytolypa hystricis
KAF3187033.1	#4babbf	Orbilia oligospora
KAI1355302.1	#24040f	Xylaria sp. FL0043
KAF3901427.1	#dcc89b	Drechslerella brochopaga
MCL7048929.1	#472045	Papaver nudicaule
KAI5605325.1	#959242	Populus trichocarpa
KAI5295983.1	#dd7ca6	Ascosphaera acerosa
KAI3497200.1	#b1c00e	Cichorium endivia
XP_007292127.1	#c87a00	Drepanopeziza brunnea
KAH8887002.1	#7e34fd	Thozetella sp. PMI_491
OAL03737.1	#aad1af	Stagonospora sp. SRC1lsM3a
KHN79639.1	#a569dc	Toxocara canis
KAF4819160.1	#c715b6	Colletotrichum siamense
XP_003654863.1	#f8d953	Thermothielavioides terrestris
XP_023012800.1	#77a8bc	Leptinotarsa decemlineata
XP_029750321.1	#fead48	Pyricularia pennisetigena
AAZ76353.1	#da0592	Euterpe oleracea
EPZ35886.1	#b39d02	Rozella allomycis
CAH1283386.1	#c32ec0	Diabrotica balteata
CAA7270513.1	#fa5678	Cyclocybe aegerita
AAN63347.1	#8447d5	Anthonomus grandis
KAI1380356.1	#242904	Hypoxylon crocopeplum
AGG11799.1	#ac8e4e	Clonorchis sinensis
XP_024703801.1	#82b759	Aspergillus steynii
OSX69475.1	#b9b4c7	Porphyra umbilicalis
XP_040718186.1	#e2e6ca	Pseudomassariella vexata
XP_037911086.1	#56b13c	Hermetia illucens
KAF3942432.1	#db3f94	Dactylella cylindrospora
KAI1099590.1	#127654	Jackrogersella minutella
RYP75962.1	#c85bfa	Monosporascus sp. 5C6A
XP_001838118.1	#3df1ac	Coprinopsis cinerea
QDS78173.1	#055b76	Venturia effusa
KFH40940.1	#03fc79	Acremonium chrysogenum
MQM15938.1	#095ee8	Colocasia esculenta
KAH7014061.1	#960386	Macrophomina phaseolina
KAI4187734.1	#7a87a6	Caloplaca aetnensis
XP_038741157.1	#be343f	Colletotrichum karsti
CAH6625903.1	#3d473e	nan
KZV84601.1	#525098	Exidia glandulosa
QRN45222.1	#fc22f1	Tineola bisselliella
SVE86608.1	#04e669	Daphnia similis
KAI0738925.1	#997129	Hexagonia nitida
KAI0153122.1	#fb4499	Xylariaceae sp. FL1272
XP_018421361.1	#ec4552	Nanorana parkeri
KAF5963959.1	#225d6e	Fusarium coicis
KAH6952440.1	#84dca6	Ilyonectria sp. MPI-CAGE-AT-0026
XP_036574338.1	#7dd1bb	Colletotrichum truncatum
TKA75529.1	#65237e	Friedmanniomyces simplex
XP_002911630.1	#3df1ac	Coprinopsis cinerea
XP_021858113.1	#1b0a2d	Spinacia oleracea
KAG8940894.1	#d8fca2	Tulasnella sp. 419
KAH8885433.1	#7e34fd	Thozetella sp. PMI_491
ORY14007.1	#080773	Clohesyomyces aquaticus
TAQ86703.1	#5192c9	Chlorociboria aeruginascens
XP_022488390.1	#d3fecb	Penicillium arizonense
MCJ1310855.1	#b470d3	Agyrium rufum
SMH67864.1	#9ffbe4	Scolopendra dehaani
WP_041994463.1	#a8b7a3	Streptomyces sp. AcH 505
XP_315076.1	#e8fa05	Anopheles gambiae
RYP61939.1	#c85bfa	Monosporascus sp. 5C6A
XP_008085821.1	#df2e21	Glarea lozoyensis
CAB3366919.1	#bf7d07	Cloeon dipterum
PKS00047.1	#0b17d3	Cercospora zeina
KAG0569659.1	#9f3cec	Ceratodon purpureus
CAB3407380.1	#50e7e7	Caenorhabditis bovis
KIJ50748.1	#d2c476	Sphaerobolus stellatus
MCF2435672.1	#64884b	Streptomyces thinghirensis
GGR78924.1	#6a4597	Streptomyces aureoverticillatus
XP_016762056.1	#adca9d	Sphaerulina musiva
CAG9807966.1	#cbca7b	Chironomus riparius
BAM15847.1	#a6eea4	Portulaca oleracea
XP_013776680.2	#4ffc5c	Limulus polyphemus
PBP26802.1	#8ed1fb	Diplocarpon rosae
KAI1456044.1	#1ff8f7	Annulohypoxylon moriforme
KAF7183614.1	#e32fa8	Aspergillus felis
XP_023243624.1	#b3cae6	Centruroides sculpturatus
AUO15574.1	#3a37d1	Tetrix subulata
XP_007829969.1	#105cda	Pestalotiopsis fici
PHH63361.1	#bed756	Ophiocordyceps australis
WP_246953976.1	#3d473e	nan
BAA13323.1	#abf1d8	Riptortus clavatus
AWK27997.2	#ec99e4	Eupolymnia nebulosa
KAI1141556.1	#5e97f5	Hypoxylon sp. FL0543
XP_009588337.1	#e8b059	Nicotiana tomentosiformis
KAF8413911.1	#1ff008	Tetracentron sinense
KAI3395625.1	#ffea74	Diaporthe ilicicola
KAH7168322.1	#a28206	Fusarium sp. MPI-SDFR-AT-0072
CAG8556074.1	#6e9dea	Dentiscutata erythropus
KAI3769411.1	#798767	Arctium lappa
QBR72133.1	#092e3f	Beijerinckiaceae bacterium
XP_041560907.1	#5c7142	Aspergillus puulaauensis
GFB04989.1	#89ed12	Tanacetum cinerariifolium
KAE9419619.1	#a78b28	Angiostrongylus cantonensis
ABS88291.1	#e3ff44	Pyrus x bretschneideri
KXX75686.1	#342ec7	Madurella mycetomatis
MQA28477.1	#0d4fc7	Luteitalea sp.
CAG8761584.1	#7fb1ab	Gigaspora margarita
AUO30532.1	#ced53a	Gomphocerus sibiricus
KIM46639.1	#fa4f38	Hebeloma cylindrosporum
PKS06048.1	#670a99	Lomentospora prolificans
KAG6876274.1	#30f0ec	Termitomyces sp. T159_Od127
OWY52099.1	#71bfaa	Alternaria alternata
KAF3218113.1	#4babbf	Orbilia oligospora
KAH7112139.1	#a51f3d	Dendryphion nanum
XP_014203393.1	#0b6e93	Copidosoma floridanum
WP_008300538.1	#f2c997	Candidatus Nitrosopumilus salaria
KAH6614500.1	#6ece23	Chaetomium sp. MPI-SDFR-AT-0129
KAI0667737.1	#bb7fe1	Trametes maxima
EDS34231.1	#734722	Culex quinquefasciatus
MBA3472719.1	#bf2efa	Rubrobacter sp.
KAH8657816.1	#e9864b	Xylariales sp. PMI_506
CAH6629364.1	#3d473e	nan
KAF2746070.1	#44da67	Sporormia fimetaria
KAH0835588.1	#58cfcb	Lanmaoa asiatica
EXU94774.1	#bdb484	Metarhizium robertsii
XP_026328016.1	#a5748c	Hyposmocoma kahamanoa
XP_035385946.1	#4cc0be	Electrophorus electricus
GBG82390.1	#59b385	Chara braunii
KAF4362097.1	#5505d4	Cannabis sativa
KAG7285877.1	#0e47c7	Staphylotrichum longicolle
KAF9447414.1	#8cf28c	Macrolepiota fuliginosa
XP_049108107.1	#27b241	Ophidiomyces ophidiicola
KAI5082049.1	#9dee7b	Adiantum capillus-veneris
A0A1B2CTB9.1	#5067fb	Penicillium thymicola
PZC75388.1	#4ca7ee	Helicoverpa armigera
KAI4894172.1	#4313e2	Prochilodus magdalenae
KAF8371221.1	#4d1c34	Pristionchus pacificus
CAA7267202.1	#fa5678	Cyclocybe aegerita
KAF3020262.1	#c2f4c4	Neopestalotiopsis sp. 37M
CZR63729.1	#3c7216	Phialocephala subalpina
XP_022801546.1	#495883	Stylophora pistillata
PNI54501.1	#270622	Pan troglodytes
EOD47694.1	#1f93bd	Neofusicoccum parvum
WP_073783199.1	#047274	Streptomyces uncialis
ODM19357.1	#02a80f	Aspergillus cristatus
PNR35123.1	#df6f2a	Physcomitrium patens
GJM92887.1	#0d35ac	Eleusine coracana
XP_034247490.1	#0ddd02	Thrips palmi
KAI3929398.1	#942eea	Papaver armeniacum
CAZ66713.1	#0ce96e	Pandinus imperator
KAI4948928.1	#099c3b	Alternaria rosae
KXJ86129.1	#c3d540	Microdochium bolleyi
MCA1671280.1	#ccee89	Actinomycetia bacterium
XP_020102411.1	#bd2ddf	Ananas comosus
CAF9937036.1	#2094f4	Heterodermia speciosa
GAV64582.1	#e26109	Cephalotus follicularis
RWA07123.1	#93e4df	Xylaria grammica
KAH7716949.1	#470fbd	Aphelenchus avenae
KAF5003810.1	#58beb4	Fusarium decemcellulare
KAF4586457.1	#56f783	Pleurotus pulmonarius
EYC16104.1	#db9b1f	Ancylostoma ceylanicum
KAF3424574.1	#b8993c	Frieseomelitta varia
KAF7994702.1	#1a690f	Aphidius gifuensis
AGR40404.1	#a39647	Lepidocampa weberi
PHT58551.1	#be71a8	Capsicum baccatum
XP_048513195.1	#e4b3ae	Athalia rosae
KAI0392748.1	#59bd51	Xylariaceae sp. FL0594
XP_047825685.1	#93db41	Xylaria bambusicola
KAH7406341.1	#2be37e	Phaeosphaeria sp. MPI-PUGE-AT-0046c
XP_013143810.1	#08bd7c	Papilio polytes
XP_033538233.1	#f4c9b3	Eremomyces bilateralis
XP_020574936.1	#ef0285	Phalaenopsis equestris
TYG65142.1	#2b660a	Gossypium darwinii
XP_040735702.1	#189e05	Talaromyces amestolkiae
KAF8519616.1	#1e7af1	Hysterangium stoloniferum
CAG8459805.1	#905726	Diversispora eburnea
CAF0889595.1	#ea7ee1	Didymodactylos carnosus
XP_046747830.1	#fcf0fa	Diprion similis
KAG6573251.1	#16ab4c	Cucurbita argyrosperma
TVU43152.1	#6eb074	Eragrostis curvula
KAH8586542.1	#7a544b	Bisporella sp. PMI_857
MQM23198.1	#095ee8	Colocasia esculenta
4YD9_B	#d4dc90	Todarodes pacificus
KAF8155707.1	#1e027e	Crassisporium funariophilum
KAI4182031.1	#7a87a6	Caloplaca aetnensis
XP_006646401.2	#c7e5f2	Oryza brachyantha
KAE8414952.1	#e1fd12	Aspergillus pseudocaelatus
MBW4672549.1	#69bae7	Desmonostoc geniculatum
MCJ1444511.1	#1d70f7	Stictis urceolatum
WP_223980400.1	#16fd11	Arthrobacter sp. NicSoilB8
XP_049176720.1	#c1ab78	Wardomyces moseri
TPX77153.1	#63b101	Chytriomyces confervae
XP_015112052.1	#5ffa1e	Diachasma alloeum
WP_152616394.1	#3c3b82	Sphingomonas sp. ERG5
VFQ89520.1	#88733a	Cuscuta campestris
CAB1349247.1	#eb699b	Coregonus sp. 'balchen'
CAC5414261.1	#df0d44	Mytilus coruscus
KLJ05823.1	#a6892e	Blastomyces silverae
XP_035660532.1	#46731e	Branchiostoma floridae
XP_028136208.1	#7ce933	Diabrotica virgifera
TVY93055.1	#9f12d5	Lachnellula willkommii
XP_036626680.1	#05f415	Pleurotus ostreatus
WP_155750401.1	#348009	Scytonema sp. UIC 10036
KAI0342042.1	#7c295e	Trametopsis cervina
KAI0631517.1	#32f67f	Trametes polyzona
KAG8626321.1	#e439b2	Elsinoe batatas
KHN81078.1	#a569dc	Toxocara canis
KAI5819912.1	#efc2a8	Pyronema omphalodes
RHZ56799.1	#44af9b	Aspergillus turcosus
KAI5862147.1	#3fc469	Durotheca rogersii
XP_029514175.1	#560431	Oncorhynchus nerka
RYP65628.1	#b4620e	Monosporascus sp. CRB-8-3
XP_018573707.1	#f028b4	Anoplophora glabripennis
KAF2901629.1	#dd2c8e	Ignelater luminosus
KAG8517025.1	#6b2528	Galemys pyrenaicus
WP_058368985.1	#3d473e	nan
XP_025471929.1	#12a062	Aspergillus sclerotioniger
ORZ41473.1	#1658ad	Catenaria anguillulae
KAI0270057.1	#598223	Gloeopeniophorella convolvens
MCJ1234475.1	#23ad00	Varicellaria rhodocarpa
KAG9244100.1	#19f28c	Calycina marina
KAH6847638.1	#82bd23	Chaetomium sp. MPI-CAGE-AT-0009
KAF9005143.1	#2ed9e8	Cyathus striatus
KIJ45896.1	#d2c476	Sphaerobolus stellatus
XP_038800285.1	#e42b9e	Ascochyta rabiei
TYC68289.1	#64ebf0	Stappia sp. BW2
KAI0108321.1	#266008	Daldinia grandis
KAF4526428.1	#7f2377	Ephemera danica
XP_016464639.1	#6dd127	Nicotiana tabacum
AII79419.1	#958235	Azumapecten farreri
XP_015604511.1	#9841e6	Cephus cinctus
KIM38482.1	#fa4f38	Hebeloma cylindrosporum
KAF2429780.1	#4e9b69	Tothia fuscella
XP_044427428.1	#e09a2f	Triticum aestivum
CCD48563.1	#7a861e	Botrytis cinerea
KAF2685227.1	#f17375	Lentithecium fluviatile
XP_043162590.1	#7d6055	Aspergillus pseudoviridinutans
KAF2772325.1	#5e0aa6	Teratosphaeria nubilosa
OVA07052.1	#02c72b	Macleaya cordata
KAH8749491.1	#3dac1c	Diaporthaceae sp. PMI_573
CAE6452611.1	#5191aa	Rhizoctonia solani
KAG8981526.1	#4be163	Tulasnella sp. JGI-2019a
XP_037910598.1	#56b13c	Hermetia illucens
KAF2653661.1	#0c9a6a	Lophiostoma macrostomum
TFY69319.1	#d41e5b	Dentipellis fragilis
XP_008087703.1	#df2e21	Glarea lozoyensis
KAF7595181.1	#6738f2	Aspergillus hancockii
VDI16353.1	#380da1	Mytilus galloprovincialis
XP_037470128.1	#d7a305	Triticum dicoccoides
KAH9262576.1	#6203e7	Batrachochytrium salamandrivorans
RDA88208.1	#1ef7cc	Ophiocordyceps camponoti-leonardi (nom. inval.)
XP_014789967.1	#48999e	Octopus bimaculoides
KAF2007260.1	#3c4149	Amniculicola lignicola
KAF2458395.1	#971dad	Lineolata rhizophorae
XP_031639065.1	#ba95e0	Contarinia nasturtii
KAF6806282.1	#ecee66	Colletotrichum sojae
KAG5010566.1	#37c6da	Glycine soja
XP_015512622.2	#e3c176	Neodiprion lecontei
XP_027157034.1	#c664ff	Coffea eugenioides
PSN38098.1	#8dfb57	Blattella germanica
KAH7384674.1	#b3b0f5	Pyrenochaeta sp. MPI-SDFR-AT-0127
KAG8417593.1	#4ad79b	Metarhizium acridum
OLN83361.1	#cb222e	Colletotrichum chlorophyti
KAF4815234.1	#c715b6	Colletotrichum siamense
RYO73105.1	#d96d92	Alternaria arborescens
KAH6671770.1	#6eb565	Halenospora varia
XP_046490766.1	#702a13	Neodiprion pinetum
CCC55784.1	#8bd8e2	Peripatopsis sedgwicki
PSN67570.1	#d768dc	Corynespora cassiicola
OJJ69644.1	#695e7d	Aspergillus brasiliensis
KAF3643917.1	#58945d	Capsicum annuum
XP_031565456.1	#d46dca	Actinia tenebrosa
CRG90099.1	#911b06	Talaromyces islandicus
KFA68508.1	#7a546d	Stachybotrys chlorohalonata
KAI4102002.1	#fde9ea	Teloschistes sp. TBL-2021a
TDG43056.1	#5a87b0	Drosophila navojoa
CAH1767106.1	#d5d209	Claroideoglomus sp. SA101
KAH9844847.1	#d88392	Teratosphaeria destructans
XP_018665954.1	#769823	Trichoderma gamsii
ORY37436.1	#0dc9c7	Rhizoclosmatium globosum
KAA2266057.1	#063aa5	Goodfellowiella sp. AN110305
CEO98724.1	#cc944a	Plasmodiophora brassicae
XP_016645321.1	#dcf585	Scedosporium apiospermum
KAF7747356.1	#56cb3e	Entomophthora muscae
WP_104078376.1	#3d473e	nan
KAG5637088.1	#95e100	Sphagnurus paluster
AUO15575.1	#9640f9	Pielomastax soochowensis
XP_010227274.2	#56b6c2	Brachypodium distachyon
KAF5196169.1	#b14ab3	Thalictrum thalictroides
XP_033666016.1	#565915	Zasmidium cellare
TVY57329.1	#ae3e46	Lachnellula cervina
KAF5912792.1	#05e2df	Diceros bicornis
KAF2997425.1	#134f2c	Curvularia kusanoi
XP_044662855.1	#66f4f1	Cercospora kikuchii
KAF9785224.1	#7d8872	Thelephora terrestris
RFU31128.1	#178298	Scytalidium lignicola
KAI1363315.1	#4ed5e7	Xylaria arbuscula
XP_045113323.1	#e03c53	Portunus trituberculatus
CAD7427688.1	#880d18	Timema monikensis
XP_033523760.1	#15f062	Dothidotthia symphoricarpi
PPJ59323.1	#61392c	Cercospora berteroae
OXA57671.1	#abc98f	Folsomia candida
HFC91460.1	#5f197d	Leucothrix mucor
CAG8961885.1	#406c3a	Hymenoscyphus fraxineus
KAH8901347.1	#7e34fd	Thozetella sp. PMI_491
KAH6623942.1	#ddd6c9	Chaetomium globosum
XP_025414808.1	#6d575d	Sipha flava
XP_001224266.1	#ddd6c9	Chaetomium globosum
KAI5459795.1	#dca557	Mariannaea sp. PMI_226
KAI1122971.1	#4c531b	Nemania abortiva
KAH8912448.1	#7d4e7f	Coniochaeta sp. PMI_546
KAF5343668.1	#655b18	Tetrapyrgos nigripes
MBW4427553.1	#48c6ac	Nostoc desertorum
XP_023451981.1	#165a49	Cercospora beticola
XP_049774295.1	#ca6792	Schistocerca cancellata
SMH67860.1	#9ffbe4	Scolopendra dehaani
KAH7373383.1	#749adb	Ceratopteris richardii
XP_024363392.1	#df6f2a	Physcomitrium patens
KAF9600139.1	#93df17	Coptis chinensis
KAF8202658.1	#8eb501	Mycena galopus
XP_038752868.1	#d40abd	Botrytis sinoallii
XP_029035147.2	#0a0f6e	Osmia bicornis
KAI1249141.1	#3eb40e	Eutypa lata
KXN83343.1	#a114d8	Leucoagaricus sp. SymC.cos
KAB0791105.1	#95ac99	Photinus pyralis
PNY27459.1	#f67a90	Tolypocladium capitatum
KAF3936906.1	#db3f94	Dactylella cylindrospora
KAF2662003.1	#0c9a6a	Lophiostoma macrostomum
XP_035282512.1	#2ebdf5	Anguilla anguilla
KAI5779941.1	#418292	Peziza echinospora
Q8T115.1	#0eb6cf	Scutigera coleoptrata
XP_042520420.1	#0a8ae5	Macadamia integrifolia
WP_257348524.1	#338fcc	Alkalihalobacillus decolorationis
KAI2638424.1	#26f61b	Xylaria nigripes
KAF5756631.1	#7809f9	Helianthus annuus
KAH8639115.1	#71bfaa	Alternaria alternata
KAF2713067.1	#eed299	Pleomassaria siparia
XP_021948079.1	#abc98f	Folsomia candida
KAF9240819.1	#8bc4e2	Melanogaster broomeanus
XP_019887012.1	#c3f0ed	Ooceraea biroi
KAB8077673.1	#de03ee	Aspergillus leporis
XP_014237912.1	#132b10	Trichogramma pretiosum
KAF3244279.1	#4babbf	Orbilia oligospora
KAE9377330.1	#a418d1	Chalara longipes
CAC04148.1	#bfaee8	Pimpla hypochondriaca
XP_027064338.1	#3e5e2b	Coffea arabica
KAH8687440.1	#edda46	Hymenoscyphus varicosporioides
OWP04420.1	#b79c44	Marssonina coronariae
MBV1888583.1	#4b1808	Urechidicola sp.
MBA3512310.1	#706809	Sphingomonas sp.
KAG8808043.1	#e51712	Serendipita sp. 399
KXH42816.1	#686892	Colletotrichum simmondsii
CAD2195004.1	#1e3493	Meloidogyne enterolobii
XP_043461921.1	#93c151	Leptopilina heterotoma
UUJ74937.1	#9a40c5	Cephalotaxus hainanensis
KAI1485144.1	#25ebcf	Biscogniauxia mediterranea
Q6UIL3.1	#dcb485	Larrea tridentata
ORY04901.1	#e9d827	Basidiobolus meristosporus
KAI1244862.1	#3eb40e	Eutypa lata
KAI0342996.1	#7c295e	Trametopsis cervina
MBX7471308.1	#cbcc22	Streptomyces sp. MAG02
KAG5641311.1	#6c5065	Asterophora parasitica
KAI1812818.1	#04bf85	Poronia punctata
XP_049949747.1	#8f77b2	Schistocerca serialis
PKA46165.1	#814b4e	Apostasia shenzhenica
XP_016640559.1	#dcf585	Scedosporium apiospermum
XP_046013435.1	#40e548	Microdochium trichocladiopsis
KAF9651409.1	#98e94e	Thelephora ganbajun
CCC55878.1	#67d44c	Hanseniella audax
KAE9373058.1	#a418d1	Chalara longipes
RKP37505.1	#b51844	Dimargaris cristalligena
XP_014481078.1	#e4bcba	Dinoponera quadriceps
XP_016638781.1	#dcf585	Scedosporium apiospermum
XP_033555137.1	#8a2cc9	Lindgomyces ingoldianus
XP_026424965.1	#079298	Papaver somniferum
KAF7369148.1	#f87bad	Mycena venus
XP_023222105.1	#b3cae6	Centruroides sculpturatus
PPJ53147.1	#61392c	Cercospora berteroae
XP_033232131.1	#22e9c9	Belonocnema kinseyi
KAI0014819.1	#d99845	Xylariomycetidae sp. FL0641
CAE6336901.1	#5191aa	Rhizoctonia solani
KAH8724996.1	#43f0bb	Phaeosphaeriaceae sp. PMI808
KAF7747146.1	#56cb3e	Entomophthora muscae
XP_003571389.2	#56b6c2	Brachypodium distachyon
CAD7226769.1	#80e10e	Cyprideis torosa
XP_026756149.1	#15d576	Galleria mellonella
ANG57909.1	#161171	Lilium hybrid cultivar
ROV96372.1	#1cf8f4	Cytospora leucostoma
CAD5221707.1	#4fc89f	Bursaphelenchus okinawaensis
XP_039602179.1	#ca411d	Polypterus senegalus
GFP87036.1	#d3fcfa	Phtheirospermum japonicum
GFS12514.1	#4b8f05	Elysia marginata
VDO23215.1	#3439d3	Haemonchus placei
KAI1076040.1	#5c1053	Whalleya microplaca
RWA11992.1	#93e4df	Xylaria grammica
KAI4296685.1	#2e9a45	Bauhinia variegata
XP_023621321.1	#920249	Ramularia collo-cygni
KAH9980085.1	#ee690a	Lactarius volemus
PVD32039.1	#4461be	Pomacea canaliculata
KAF7350174.1	#f87bad	Mycena venus
XP_017346530.1	#e97dc1	Ictalurus punctatus
KAI0178378.1	#061ff2	Pestalotiopsis sp. NC0098
KAH8179115.1	#c3af27	Sarocladium implicatum
GJC86596.1	#26aef7	Colletotrichum liriopes
OJT09435.1	#9d2079	Trametes pubescens
CAG2233089.1	#2cc257	Mytilus edulis
KAF2491927.1	#6ecbea	Lophium mytilinum
OAQ87934.1	#f595df	Purpureocillium lilacinum
WP_011601784.1	#3d473e	nan
CAD87763.1	#04b743	Perla marginata
KAF2026530.1	#8766e1	Setomelanomma holmii
CAQ30427.1	#2849fe	Nierstraszella lineata
RFN46283.1	#66c11e	Fusarium flagelliforme
KAH8813801.1	#ef2990	Flagelloscypha sp. PMI_526
GBP20808.1	#5a02c7	Eumeta japonica
PKS04983.1	#670a99	Lomentospora prolificans
MCH8824778.1	#090777	Planctomycetes bacterium
XP_007417973.1	#4b4f9b	Melampsora larici-populina
XP_043279581.1	#44d8a9	Venturia canescens
KAI3968228.1	#5c6786	Papaver californicum
PMD29276.1	#345e05	Hyaloscypha variabilis
GCB20055.1	#91ef4b	Aspergillus awamori
BAZ31278.1	#83298d	Cylindrospermum sp. NIES-4074
KAF8964476.1	#f4ba5d	Flammula alnicola
CCA94925.1	#da8947	Mastigoproctus giganteus
KAF7759013.1	#56cb3e	Entomophthora muscae
KAI3943345.1	#942eea	Papaver armeniacum
GEX34811.1	#89ed12	Tanacetum cinerariifolium
XP_011506304.1	#a6607d	Ceratosolen solmsi
EWC43938.1	#1c0d5a	Drechslerella stenobrocha
TEY44945.1	#ebedf6	Botryotinia calthae
XP_046990472.1	#d266b0	Schistocerca americana
WP_037264746.1	#8bb28a	Kibdelosporangium aridum
KAH7320731.1	#a6a09d	Stachybotrys elegans
PBK73641.1	#9b66c7	Armillaria solidipes
KAF8384780.1	#4d1c34	Pristionchus pacificus
CAD7592476.1	#81c0e5	Timema genevievae
XP_001831419.2	#3df1ac	Coprinopsis cinerea
XP_029716891.1	#b09529	Aedes albopictus
KAF1994509.1	#3c4149	Amniculicola lignicola
KAF8883494.1	#665fc0	Gymnopilus junonius
XP_007914932.1	#288420	Phaeoacremonium minimum
TVY21196.1	#f5cf12	Lachnellula arida
XP_017249929.1	#ed572b	Daucus carota
PBP21175.1	#8ed1fb	Diplocarpon rosae
