DATASET_DOMAINS
SEPARATOR COMMA
DATASET_LABEL,Domains
A0A0J5PJ11,146
A0A0J5SDV9,627,HH|60|368|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|457|570|#f2b365|PF18132_Tyosinase C-terminal domain
A0A0J5SMZ9,383
A0A0J6F5Z0,395
A0A0J6FL98,651
A0A0J6IJN4,414
A0A0J6YFZ0,658
A0A0J6YKE2,414
A0A0J7AYB6,411
A0A0J8QV02,195
A0A0J8QZ21,572
A0A0J8QZ92,89
A0A0J8R972,414
A0A0J8RM30,414
A0A0J8RXA2,255
A0A0J8RYC4,595
A0A0J9END7,852
A0A0J9UP62,355
A0A0J9UPS8,403
A0A0J9UPT4,292
A0A0J9UW43,691
A0A0J9UYA5,572
A0A0J9V2F4,412
A0A0J9VB39,586
A0A0J9VFE8,115
A0A0J9VIU7,273
A0A0J9VNP9,600
A0A0J9W938,338
A0A0J9W9W5,350
A0A0J9WIE9,374
A0A0J9WRG4,422
A0A0J9WSW0,324
A0A0K6FKC6,365
A0A0K6FMF9,331
A0A0K6FMI2,106
A0A0K6FMV0,317
A0A0K6FN04,315,HH|153|242|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0K6FPB5,330
A0A0K6FPV3,641,HH|93|311|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0K6FQJ6,314
A0A0K6FU45,311
A0A0K6FUE9,319
A0A0K6FYY1,315
A0A0K6FZ11,308
A0A0K6FZ23,708
A0A0K6FZJ5,362
A0A0K6G019,364
A0A0K6G359,315
A0A0K6G3H3,315
A0A0K6G3Y2,203
A0A0K6G833,713
A0A0K6G9I8,682,HH|66|255|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|468|646|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0K6G9I9,318
A0A0K6G9U9,311
A0A0K6GC82,685,HH|49|358|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0K6GCM0,736
A0A0K6GCX1,675
A0A0K6GD51,694
A0A0K6GEK7,348
A0A0K6GFZ7,315
A0A0K6GGD1,110
A0A0K6GGT0,299
A0A0K6GH52,173
A0A0K6GIP8,348
A0A0K6GIQ1,156
A0A0K6GIR3,353
A0A0K6GJ17,709,HH|62|394|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0K6GJ49,320,HH|136|258|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0HF05,559
A0A0L0HG65,454
A0A0L0HGD9,590,HH|113|297|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0N249,560
A0A0L0N6W4,551
A0A0L0NB41,302
A0A0L0NDW4,636
A0A0L0RXW5,480,HH|83|252|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0RZ18,601
A0A0L0S5H6,301
A0A0L0S6J0,474,HH|147|314|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0S771,603,HH|213|470|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0SBE5,475
A0A0L0SEA4,213
A0A0L0SHB1,527
A0A0L0SML6,498
A0A0L0SNS0,627,HH|77|272|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0SY24,438
A0A0L0T1I9,448
A0A0L0T297,463,HH|101|270|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0T3A5,449
A0A0L0T3E0,446
A0A0L0T7W0,528,HH|63|236|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0TAE3,300
A0A0L0TBD6,547,HH|253|317|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|149|221|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L0TFC6,424
A0A0L0VSP3,410
A0A0L0VSW2,349
A0A0L0W3I3,320
A0A0L0W3Q3,507
A0A0L0W3R9,427
A0A0L0W4D9,381
A0A0L1INA1,384
A0A0L1IR14,607
A0A0L1IVZ5,422
A0A0L1IXW8,323
A0A0L1JC14,1012,HH|727|954|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|254|532|#b019d8|PF07690_Major Facilitator Superfamily
A0A0L1JH90,341
A0A0L1JHV9,352
A0A0L1JIN5,350
A0A0L6U6A8,264
A0A0L6U6B2,472
A0A0L6UHL7,428,HH|76|330|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L6VMV5,303
A0A0L6VTF1,439,HH|120|355|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0L6W9W8,85
A0A0M8MUF9,614
A0A0M8N0I4,549
A0A0M8N5H8,321,HH|88|170|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0M8NS36,822
A0A0M9EQF9,273
A0A0M9ER85,390
A0A0M9ERT3,403
A0A0M9ETD6,388
A0A0M9EWC2,337
A0A0M9F0D9,548
A0A0M9F576,566
A0A0M9WB41,366
A0A0N0DAS6,95
A0A0N0DBY3,390
A0A0N0DC34,938
A0A0N0DCE6,544
A0A0N0DCH3,224
A0A0N0DDD1,350
A0A0N0NN05,628,HH|18|272|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|473|597|#f2b365|PF18132_Tyosinase C-terminal domain
A0A0N0NSC1,309
A0A0N0RYX6,786,HH|555|608|#ebcc00|PF03992_Antibiotic biosynthesis monooxygenase,HH|3|240|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0N1H7B4,371
A0A0N1HAY8,588
A0A0N1HXY4,407
A0A0N1P0I4,378
A0A0N1P1X4,356
A0A0N8H920,576
A0A0P7APX3,794,HH|73|311|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|706|759|#f2699a|PF13508_Acetyltransferase (GNAT) domain
A0A0P7AYL1,324
A0A0P7AZ30,544
A0A0P7B6C2,545
A0A0P7B6M1,361
A0A0P7B7E5,1287
A0A0P7BCC7,404
A0A0P7BFC0,726
A0A0P7BKW4,354
A0A0P7BUG0,695
A0A0R0LTG5,550,HH|158|394|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0S1MK18,201
A0A0S6X8W5,388
A0A0S6XIQ7,622
A0A0S6XU23,551,HH|55|292|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|403|511|#f2b365|PF18132_Tyosinase C-terminal domain
A0A0S6XUD0,581
A0A0S7DMM9,620
A0A0S7DU17,348
A0A0U1M3F3,626
A0A0U1M3S2,349
A0A0U1M7Z5,619
A0A0U1MAB1,545
A0A0U5C6D2,823
A0A0U5C9K9,374
A0A0U5CC61,843
A0A0U5CK06,317,HH|83|144|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0U5FRU5,1185,HH|684|944|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0U5G353,309
A0A0U5GGT1,383
A0A0U5GNJ7,919,HH|61|350|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|466|591|#f2b365|PF18132_Tyosinase C-terminal domain
A0A0U5GQP9,302
A0A0W0EZ29,382
A0A0W0EZ38,389,HH|124|333|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A0W0F0K7,296
A0A0W0F6C2,370
A0A0W0FIC5,346
A0A0W0GBL7,242
A0A0W0GD91,326
A0A0W0GDC0,338
A0A0W0GEC9,167
A0A0W7VMU8,554
A0A0W7W3G9,554
A0A100I6A4,383
A0A100IMI4,301
A0A100IQL8,357
A0A100ITB8,128
A0A101M9I9,401
A0A101MLX7,819
A0A101MR60,366
A0A117DZY6,341
A0A117E182,346
A0A117E211,402
A0A124BUX3,406
A0A127Z996,745
A0A132BEL0,336
A0A135LB50,364
A0A135LG02,814
A0A135LM00,363
A0A135LUD3,409
A0A135RMZ4,621
A0A135RNQ4,529
A0A135RQT6,361
A0A135RS26,353
A0A135RS91,338
A0A135RSH1,363
A0A135RUD9,516
A0A135RW48,615
A0A135RZK9,404
A0A135S0P5,383
A0A135S3G6,516
A0A135S3L1,258
A0A135S3P0,363
A0A135S3P5,338
A0A135S3U4,448
A0A135S4L3,415
A0A135S4U4,414
A0A135SAA3,380
A0A135SAX1,383
A0A135SBU0,399
A0A135SC70,324
A0A135SDP5,269
A0A135SDX5,328
A0A135SEP1,499
A0A135SGH4,961
A0A135SGW1,403
A0A135SHP2,348
A0A135SM69,360
A0A135SQH1,641
A0A135SRL9,1649
A0A135SUC7,621
A0A135SV65,621
A0A135SXA3,444,HH|18|235|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|314|347|#ec6a4d|PF00172_Fungal Zn(2)-Cys(6) binuclear cluster domain
A0A135T0G8,324
A0A135T100,341
A0A135T1S0,412
A0A135T2T3,330
A0A135T3T2,430
A0A135T471,474
A0A135T4G4,664,HH|412|602|#893519|PF00106_short chain dehydrogenase,HH|80|271|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A135T5S7,348
A0A135T6P5,594
A0A135T9P2,529
A0A135T9S5,410
A0A135TA19,178
A0A135TH42,409
A0A135TH91,392
A0A135TMP6,403
A0A135TNR4,325
A0A135TPQ3,199
A0A135TPT1,338
A0A135TSL1,383
A0A135TTE1,348
A0A135TTG2,392
A0A135TTJ8,409
A0A135TWW2,1731
A0A135TX30,550
A0A135TZC4,298
A0A135U0S7,588
A0A135U3N3,344
A0A135U459,653
A0A135U630,312
A0A135U6K7,514
A0A135UB78,399
A0A135UC61,324
A0A135UCH1,532
A0A135UGX9,222
A0A135UGY7,331
A0A135UJF2,380
A0A135UQQ8,404
A0A135USI1,361
A0A135UX03,477
A0A135UXL8,410
A0A135UY99,617
A0A135UYD8,353
A0A135UYT4,517
A0A135V346,392
A0A135V3G6,409
A0A135V573,200
A0A135V5H0,180
A0A135V5Z9,303
A0A135V6V7,552
A0A135V6Y1,435,HH|189|357|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A135V7B2,676
A0A135V8Q3,449
A0A136IKH1,376
A0A136IKR7,346
A0A136ILZ0,271
A0A136IM69,555
A0A136IM80,286
A0A136IMC1,280
A0A136IMD0,363
A0A136INA1,409
A0A136INC9,366
A0A136INM5,307
A0A136INV6,356
A0A136IPD1,683
A0A136IQD4,395
A0A136IQY2,252
A0A136IS40,405,HH|159|338|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A136ISR9,417
A0A136IST3,333
A0A136IUL0,619
A0A136IUM9,340
A0A136IVH6,359
A0A136IZ96,281
A0A136J3H2,514,HH|274|458|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A136J918,405
A0A136J9K5,372,HH|128|310|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A136JFC0,598
A0A136JKK4,408,HH|113|349|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137NPV3,272
A0A137NPX8,232
A0A137NQ04,276,HH|16|120|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137NQ81,228,HH|42|226|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137NQN3,393
A0A137NUB7,180
A0A137NW82,130
A0A137NY78,393
A0A137NYB7,225
A0A137NZ11,76
A0A137NZ43,387,HH|52|240|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P2U0,432,HH|64|237|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P2U9,563,HH|191|368|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P2V9,237,HH|63|237|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P2W7,264,HH|6|62|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P353,231
A0A137P4I0,63
A0A137P4I7,395,HH|58|237|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P4K7,387
A0A137P4L3,386
A0A137P4M5,669,HH|61|239|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P4Q5,150
A0A137P4T8,252
A0A137P649,447
A0A137P667,415,HH|58|240|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P762,293
A0A137P785,302,HH|25|136|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137P7E0,279
A0A137P7Q8,219
A0A137P8T8,259
A0A137PAH5,176
A0A137PAT2,279,HH|41|229|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137PAW4,259
A0A137PB18,135
A0A137PC40,431
A0A137PC54,301
A0A137PC55,397
A0A137PC66,471
A0A137PC75,440
A0A137PC76,482,HH|58|239|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137PDD6,393,HH|56|234|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137PEX6,396,HH|59|241|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137PEX7,369
A0A137PFI2,516,HH|65|239|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137PGY5,281
A0A137PJ00,180
A0A137PJ02,299
A0A137PJ55,335,HH|7|187|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137Q109,347
A0A137Q2I7,371,HH|43|203|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A137Q7W3,553
A0A139GZD1,635
A0A139H1A4,352
A0A139H2H4,807
A0A139H2N1,393
A0A139H494,391
A0A139H5V8,389
A0A139H835,750
A0A139H8Y2,642
A0A139HAY5,393,HH|140|331|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A139HFA6,711,HH|96|278|#2ee39a|PF13462_Thioredoxin,HH|440|646|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A139HS50,634
A0A139HSY9,329
A0A139HT25,290
A0A139HWZ2,369
A0A139HZC9,350
A0A139HZN1,399
A0A139I097,751
A0A139I098,242,HH|79|177|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A139I0D1,630
A0A139I8P4,369
A0A139IGI5,814
A0A139IGX0,150,HH|61|92|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A140CTD1,375
A0A142I737,378
A0A146EXW0,383
A0A146F475,364
A0A146F7M9,341
A0A146FM76,406
A0A146FPZ7,402
A0A146FZE5,301
A0A150UUS3,385
A0A150V3I1,611
A0A150V9X1,390
A0A150VFI2,633
A0A150VI39,352
A0A151GB85,644,HH|144|377|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A151GLX2,495
A0A151GMN0,554
A0A151GX82,589
A0A161VHR9,383
A0A161VWW8,767,HH|64|343|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|599|727|#f2b365|PF18132_Tyosinase C-terminal domain
A0A161VY89,403
A0A161W285,273
A0A161W2S5,383
A0A161W8U8,405
A0A161WG29,334
A0A161WK35,539
A0A161YMD9,380
A0A162JG37,384
A0A162K920,585
A0A162KDQ5,677
A0A162MRN0,392
A0A162NIJ1,747
A0A162Q605,636
A0A162WBJ2,181
A0A163AGV4,382
A0A163B884,391
A0A163BNN1,418
A0A163DMR5,379
A0A163ELR8,379
A0A163EMQ2,749
A0A163FA92,716
A0A163HMT0,653
A0A163HZN4,903,HH|85|332|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|440|568|#f2b365|PF18132_Tyosinase C-terminal domain,HH|665|758|#a5597d|PF13649_Methyltransferase domain
A0A163IS79,284,HH|121|162|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|165|284|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A163K839,388
A0A163KNP0,744,HH|454|683|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A163KVN4,381
A0A163LKQ2,340
A0A163MEU3,415
A0A164MPH2,562,HH|51|306|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|408|527|#f2b365|PF18132_Tyosinase C-terminal domain
A0A164PRN3,633,HH|58|384|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|494|601|#f2b365|PF18132_Tyosinase C-terminal domain
A0A164PRP8,508
A0A164PTJ8,232
A0A164PTM7,631
A0A164PTP3,633
A0A164PTP5,622
A0A164RA21,348
A0A164RA64,608
A0A164RAH3,671
A0A164RBJ3,640
A0A164RBU0,521
A0A164SP08,662,HH|71|382|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|493|571|#f2b365|PF18132_Tyosinase C-terminal domain
A0A164TCQ0,662
A0A165BB62,587
A0A165C107,346
A0A165DGP7,285
A0A165DIB8,410
A0A165DII7,160
A0A165ELT2,340
A0A165F8M0,728,HH|201|459|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A165FWQ7,681
A0A165GTV7,283
A0A165HIH0,511
A0A165J5C9,675,HH|57|346|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A165J6H5,539
A0A165JGF1,370
A0A165JGH2,368
A0A165JT10,159
A0A165P797,539
A0A165Q1X9,540,HH|103|301|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A165R782,628
A0A165TU36,682
A0A165V412,376
A0A165XBZ9,640
A0A165XET1,607,HH|63|238|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|443|564|#f2b365|PF18132_Tyosinase C-terminal domain
A0A165YMC5,661
A0A166AA12,789,HH|200|496|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|624|738|#f2b365|PF18132_Tyosinase C-terminal domain
A0A166ALV4,399,HH|94|310|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A166BA26,565
A0A166C3P3,684
A0A166CKA0,508
A0A166CLK7,635
A0A166DTI6,671
A0A166DTU7,673
A0A166DTV9,608
A0A166DZ37,594,HH|65|347|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|437|562|#f2b365|PF18132_Tyosinase C-terminal domain
A0A166DZK8,633
A0A166DZL8,631
A0A166DZM7,633
A0A166DZQ5,622
A0A166E746,681,HH|63|362|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|467|587|#f2b365|PF18132_Tyosinase C-terminal domain
A0A166EDE1,662
A0A166F1S8,635
A0A166F221,367
A0A166F233,362
A0A166FBS1,621
A0A166FK81,346
A0A166H6F0,536,HH|157|257|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|352|417|#f2b365|PF18132_Tyosinase C-terminal domain
A0A166H9X8,742
A0A166I8B6,629
A0A166I9Q7,618
A0A166IR50,666
A0A166LLY6,333
A0A166LSS0,407
A0A166M367,566
A0A166MVC7,519
A0A166N804,175
A0A166NK37,489
A0A166PAB6,330
A0A166QLI8,329
A0A166QMK6,324
A0A166QQF3,438
A0A166RQG5,330
A0A166S0X4,519
A0A166T4G5,398
A0A166TEN8,369
A0A166TRG0,683
A0A166TV69,410
A0A166U3J7,352
A0A166UER9,553
A0A166UGJ7,564
A0A166V0I9,382
A0A166WVH1,393
A0A166XAQ1,798
A0A166Y7S8,530
A0A166ZG70,602
A0A167AFV0,285
A0A167AGU9,286
A0A167B106,848
A0A167B4D4,829,HH|241|559|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|672|793|#f2b365|PF18132_Tyosinase C-terminal domain
A0A167BRG2,395
A0A167BY34,699
A0A167C0L1,418
A0A167C8C2,405
A0A167DP73,382
A0A167EGD5,630
A0A167EH62,361
A0A167EI78,425
A0A167EJD2,410
A0A167GD15,534
A0A167H3K1,675
A0A167J7M6,363
A0A167KGF5,523,HH|75|294|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A167L541,250
A0A167LIV8,837
A0A167LM50,197
A0A167LSW1,620,HH|80|324|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A167M409,213
A0A167MK44,520,HH|174|387|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A167PL46,542
A0A167RB36,373
A0A167RCQ6,474
A0A167RLD3,537
A0A167T934,351
A0A167TE01,362
A0A167TEZ2,375
A0A167UWJ4,815
A0A167VR44,410
A0A167WIY3,257
A0A167YJN6,550
A0A167YSY6,367
A0A168BK43,407
A0A168D8M7,674
A0A168DG81,408,HH|115|354|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A168E5R7,252
A0A168EW41,556
A0A168EXD0,300
A0A168F2E9,768
A0A168FCP7,392
A0A168GH67,631
A0A168H3F0,591
A0A175VPP2,354
A0A175VT61,376
A0A175VT74,676
A0A175VV54,387
A0A175VVW2,231
A0A175VYW1,572,HH|321|516|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A175VZT6,380
A0A175W227,561
A0A175W2K8,324
A0A175W3Y2,399,HH|155|345|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A175W545,394
A0A175W8L1,531
A0A175W978,355
A0A175W9V9,412
A0A175WDM5,226
A0A175WHC5,383
A0A177AMV2,195
A0A177BYL1,692
A0A177BZU8,345
A0A177C1E5,312
A0A177C3Z0,338
A0A177C4C2,405
A0A177C8T4,347
A0A177CAH2,361
A0A177CCF1,404
A0A177CCG2,399
A0A177CDD2,394
A0A177CDK5,300
A0A177CJ83,410
A0A177CKF0,396
A0A177CM76,338
A0A177CN05,574
A0A177CNN5,419
A0A177CUZ4,648
A0A177CWI5,251
A0A177CXR4,531,HH|218|279|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|84|213|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|406|501|#f2b365|PF18132_Tyosinase C-terminal domain
A0A177CZG6,746
A0A177D6G4,402
A0A177D939,384
A0A177D9T1,630
A0A177DH89,386
A0A177DH95,380
A0A177DHU3,668
A0A177DIL2,414
A0A177DK85,417
A0A177DM13,340
A0A177DMT7,340
A0A177DMZ0,361
A0A177DP90,397
A0A177DQF3,331
A0A177DSJ1,292
A0A177DTC8,358
A0A177DXP3,749
A0A177DYQ6,150
A0A177E0Q1,371
A0A177E1Y0,387
A0A177E2B8,362
A0A177E2Y1,786
A0A177E398,276
A0A177E3H5,385
A0A177EL79,306
A0A177EUN3,320
A0A177EWA1,405
A0A177F584,603
A0A177FEY3,384
A0A177T6E5,406
A0A177T6I1,416
A0A177T775,75
A0A177TK21,408
A0A177TSF4,523
A0A177V8V0,413
A0A177V9R6,412
A0A177V9S0,415
A0A177VB12,410
A0A177WCF2,448
A0A177WE35,536
A0A177WGV0,464,HH|67|250|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A177WID7,567,HH|73|254|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A177WIF3,487
A0A177WM68,423
A0A177WRA1,652
A0A177WRB0,672,HH|279|454|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A177WRB5,642
A0A177WTC8,558,HH|1|29|#d84cce|PF10917_Fungus-induced protein,HH|316|497|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A177WTK4,470
A0A177WVJ9,457
A0A177X0C6,557
A0A178A7C6,578
A0A178A7R1,354
A0A178A9X0,388
A0A178ACA7,374
A0A178AES5,362
A0A178AGA7,710
A0A178AGW8,394
A0A178AH92,297
A0A178AHP3,305
A0A178AJ55,397
A0A178AK77,322
A0A178AM67,382
A0A178ARL4,77
A0A178ARW0,768
A0A178AS37,385
A0A178AV25,651
A0A178AXF9,370
A0A178B137,1272,HH|651|927|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|1100|1226|#f2b365|PF18132_Tyosinase C-terminal domain
A0A178B193,315
A0A178B1W6,383
A0A178B2T2,416
A0A178B4M5,389
A0A178B5G7,391
A0A178BAM4,361
A0A178BDU2,421
A0A178BQL4,362
A0A178BYC9,684
A0A178C541,920
A0A178C9K7,405
A0A178CFA0,687
A0A178CHI3,368
A0A178CJZ9,409
A0A178CTE4,367
A0A178D5B3,603
A0A178DF33,320
A0A178DI49,316
A0A178DIP2,392
A0A178DJ79,630
A0A178DLC7,633
A0A178DP81,260
A0A178DRJ7,725
A0A178DRY1,390
A0A178DX35,354
A0A178E1D5,323
A0A178E330,383
A0A178E4K8,330
A0A178ECH3,357
A0A178ED77,703
A0A178EEM2,421
A0A178EET3,399
A0A178EW52,634
A0A178FCH7,634
A0A178Z9S6,368
A0A178ZLD8,710,HH|149|386|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|555|682|#f2b365|PF18132_Tyosinase C-terminal domain
A0A178ZUW8,1093,HH|538|616|#6efa3d|PF10342_Kre9/KNH-like N-terminal Ig-like domain,HH|83|326|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|421|500|#f2b365|PF18132_Tyosinase C-terminal domain
A0A178ZXE3,405
A0A179A145,363
A0A179EWV4,533
A0A179FL78,548
A0A179FVZ7,990,HH|83|287|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|716|978|#715fdf|PF03372_Endonuclease/Exonuclease/phosphatase family
A0A179G2Q4,546
A0A179G9B5,540
A0A179GC55,372
A0A179GFV1,537
A0A179GTY0,372
A0A179HB00,634
A0A179HCZ8,562,HH|278|500|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|24|235|#8963b8|PF01975_Survival protein SurE
A0A179HK07,395
A0A179HS62,554
A0A179HU87,974
A0A179I0M2,634
A0A179I1K9,297
A0A179I3R8,538
A0A179IBT8,631
A0A179IC64,549
A0A179IG11,574
A0A179IMT0,619
A0A179U0N1,642
A0A179U1Q6,415
A0A179UBU9,642
A0A179UBW7,415
A0A179UEZ2,439
A0A179UGG1,360
A0A179UIK7,800
A0A179UUW6,852
A0A180G831,348
A0A180GDP5,415
A0A180GX38,427
A0A194UMR4,307
A0A194V5Z8,346
A0A194VAU2,344
A0A194VBC9,346
A0A194VP03,344
A0A194VQC6,629
A0A194VZK6,495
A0A194W4Q8,346
A0A194WCI2,362
A0A194WE27,479
A0A194WSI0,363
A0A194X1Z0,388
A0A194X275,361
A0A194X3G4,325
A0A194X431,683
A0A194X4J9,352
A0A194X723,389
A0A194XAS3,356
A0A194XE82,633
A0A194XG95,355
A0A194XJ83,599
A0A194XK23,332
A0A194XMC7,324
A0A194XN12,306
A0A194XN78,616
A0A194XPI4,374
A0A194XSF1,341
A0A1B5KYY4,532
A0A1B5L4D7,472
A0A1B5L4J4,160
A0A1B7NAD1,671
A0A1B7NKP3,195
A0A1B7NUR7,377
A0A1B7NXV0,748
A0A1B7NYA4,816
A0A1B7P2S2,611
A0A1B7P8D4,439
A0A1B7XQG6,758,HH|86|277|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|373|508|#f2b365|PF18132_Tyosinase C-terminal domain
A0A1B7XRL3,520
A0A1B7XS17,393
A0A1B7XSC0,708
A0A1B7XSW6,500
A0A1B7XTQ0,673
A0A1B7XU08,344
A0A1B7Y3U5,683
A0A1B7Y8K3,748
A0A1B7Y997,315
A0A1B7YD73,339
A0A1B7YDE6,396
A0A1B7YLJ3,409
A0A1B7YPT4,166
A0A1B7YR08,507
A0A1B7YRL2,411
A0A1B7YUH4,410
A0A1B7YUH9,391
A0A1B7YV68,635
A0A1B8AGE8,566
A0A1B8AHN9,729
A0A1B8AIR2,1441,HH|477|574|#ad2be6|PF10551_MULE transposase domain,HH|967|1088|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|1219|1345|#f2b365|PF18132_Tyosinase C-terminal domain,HH|277|358|#7782b0|PF03101_FAR1 DNA-binding domain
A0A1B8AJ10,268
A0A1B8AJY6,556
A0A1B8AQ15,316
A0A1B8AR83,510
A0A1B8ARE9,388
A0A1B8AUM9,396
A0A1B8AV36,884,HH|12|330|#9d5c30|PF00501_AMP-binding enzyme,HH|722|866|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A1B8AVY5,390
A0A1B8AWE5,337
A0A1B8AX68,350
A0A1B8AZE2,333
A0A1B8B0A6,664
A0A1B8B5T4,403
A0A1B8CBH9,352
A0A1B8CC47,391
A0A1B8CCQ9,394
A0A1B8CGC7,382
A0A1B8CKY4,338
A0A1B8CNI1,351
A0A1B8CYJ0,351
A0A1B8CYT1,360
A0A1B8D8R5,382
A0A1B8DBE1,320
A0A1B8DEX6,383
A0A1B8DQG0,394
A0A1B8DRV2,382
A0A1B8E0I4,394
A0A1B8E111,351
A0A1B8EWX5,384
A0A1B8F390,382
A0A1B8F925,338
A0A1B8F9Y4,397
A0A1B8FC03,338
A0A1B8FR15,397
A0A1B8G8M9,398
A0A1B8GPV7,382
A0A1B8GTG5,350
A0A1C1CL76,610
A0A1C1CNE5,407
A0A1C1CNS0,367
A0A1C1CVI7,384
A0A1C3YLW6,565
A0A1C7LM26,231
